x,y,speedKMH,hour
-48.7742,-26.9991,14.95,18
-48.7746,-26.9984,14.95,18
-48.7746,-26.998,14.95,18
-48.7747,-26.9989,14.95,18
-48.7742,-26.9987,14.95,18
-48.7747,-27.0001,14.95,18
-48.7747,-26.9993,14.95,18
-48.7751,-26.9999,14.95,18
-48.7747,-26.9997,14.95,18
-48.775,-26.9953,14.95,18
-48.7746,-26.9959,14.95,18
-48.775,-26.9957,14.95,18
-48.7746,-26.9972,14.95,18
-48.7746,-26.9976,14.95,18
-48.7746,-26.9964,14.95,18
-48.7746,-26.9968,14.95,18
-48.7752,-27.0011,14.95,18
-48.7752,-27.0015,14.95,18
-48.7756,-27.0021,14.95,18
-48.7751,-27.0003,14.95,18
-48.7752,-27.0007,14.95,18
-48.7756,-27.0017,14.95,18
-48.7754,-26.9946,14.95,18
-48.7754,-26.9942,14.95,18
-48.775,-26.9949,14.95,18
-48.774,-26.992,14.95,18
-48.7744,-26.9926,14.95,18
-48.7744,-26.9922,14.95,18
-48.7749,-26.9928,14.95,18
-48.7753,-26.9934,14.95,18
-48.7749,-26.9932,14.95,18
-48.7754,-26.9938,14.95,18
-48.7761,-27.0032,14.95,18
-48.7761,-27.0036,14.95,18
-48.7761,-27.0023,14.95,18
-48.7761,-27.0027,14.95,18
-48.6857,-26.9017,12.77,18
-48.6857,-26.9013,12.77,18
-48.6887,-26.9021,12.106666666666667,18
-48.687,-26.9022,9.4,18
-48.6817,-26.9009,13.47,18
-48.6826,-26.9004,4.41,18
-48.6821,-26.9002,4.41,18
-48.6826,-26.9,4.41,18
-48.6826,-26.9008,10.45,18
-48.683,-26.9006,13.47,18
-48.6821,-26.9006,10.45,18
-48.6808,-26.9009,13.47,18
-48.68,-26.901,14.17,18
-48.6804,-26.9007,13.47,18
-48.6813,-26.9007,13.47,18
-48.6852,-26.9011,13.47,18
-48.6848,-26.9009,13.47,18
-48.6839,-26.9005,13.47,18
-48.6839,-26.9009,13.47,18
-48.6843,-26.9007,13.47,18
-48.6835,-26.9008,13.47,18
-48.6867,-26.9054,9.4,18
-48.6888,-26.9029,5.34,18
-48.6892,-26.9027,5.34,18
-48.6866,-26.9037,9.4,18
-48.687,-26.9035,9.4,18
-48.6866,-26.9033,9.4,18
-48.6866,-26.9041,9.4,18
-48.6871,-26.9039,9.4,18
-48.687,-26.9026,9.4,18
-48.687,-26.903,9.4,18
-48.6866,-26.9045,9.4,18
-48.6867,-26.905,9.4,18
-48.6827,-26.905,9.44,18
-48.6819,-26.905,9.44,18
-48.6823,-26.9048,9.44,18
-48.681,-26.9051,9.44,18
-48.6814,-26.9049,9.44,18
-48.6805,-26.9049,9.44,18
-48.6912,-26.8973,11.6,18
-48.6916,-26.8975,11.6,18
-48.6908,-26.8976,11.6,18
-48.6899,-26.8976,11.6,18
-48.6903,-26.8974,11.6,18
-48.6895,-26.8975,11.6,18
-48.6934,-26.8974,11.6,18
-48.6925,-26.8975,11.6,18
-48.6921,-26.8973,11.6,18
-48.693,-26.8977,11.6,18
-48.6886,-26.8975,11.6,18
-48.689,-26.8977,11.6,18
-48.6765,-26.9008,13.67,18
-48.676,-26.9006,13.67,18
-48.6769,-26.901,13.67,18
-48.6769,-26.9014,13.67,18
-48.6725,-26.9004,8.44,18
-48.673,-26.9002,8.44,18
-48.6725,-26.9008,8.44,18
-48.6729,-26.8998,8.44,18
-48.6717,-26.9013,6.405,18
-48.6721,-26.9011,6.405,18
-48.6717,-26.9017,6.405,18
-48.6721,-26.9015,6.405,18
-48.6738,-26.8984,13.67,18
-48.6742,-26.899,13.67,18
-48.6738,-26.8989,13.67,18
-48.676,-26.9002,13.67,18
-48.6756,-26.9,13.67,18
-48.6747,-26.8996,13.67,18
-48.6751,-26.8994,13.67,18
-48.6747,-26.8992,13.67,18
-48.6751,-26.8998,13.67,18
-48.6775,-26.9045,11.382857142857143,18
-48.6775,-26.9049,11.382857142857143,18
-48.6779,-26.9038,11.382857142857143,18
-48.6779,-26.9043,11.382857142857143,18
-48.6819,-26.8923,5.96,18
-48.6819,-26.8927,5.96,18
-48.6818,-26.8915,5.96,18
-48.6818,-26.8919,5.96,18
-48.6819,-26.8935,5.96,18
-48.6819,-26.8931,5.96,18
-48.6821,-26.8994,4.41,18
-48.6821,-26.8998,4.41,18
-48.6825,-26.8996,4.41,18
-48.689,-26.9105,3.9,18
-48.6899,-26.9096,11.29,18
-48.689,-26.9096,11.29,18
-48.6894,-26.9094,11.29,18
-48.6911,-26.908,9.61,18
-48.6907,-26.9078,9.61,18
-48.6916,-26.9082,9.61,18
-48.692,-26.9067,4.02,18
-48.6898,-26.9079,9.61,18
-48.6903,-26.9081,9.61,18
-48.6894,-26.9081,9.61,18
-48.6911,-26.9068,4.02,18
-48.6907,-26.9066,4.02,18
-48.6916,-26.9095,11.29,18
-48.6925,-26.9081,9.61,18
-48.692,-26.908,9.61,18
-48.6907,-26.9091,8.28,18
-48.6889,-26.9079,9.61,18
-48.6898,-26.9066,4.02,18
-48.6889,-26.9067,4.02,18
-48.6893,-26.9065,4.02,18
-48.6887,-26.9124,6.13,18
-48.6887,-26.9128,6.13,18
-48.6891,-26.9121,6.88,18
-48.6886,-26.9119,6.13,18
-48.6887,-26.9136,6.13,18
-48.6891,-26.9134,6.13,18
-48.6887,-26.9132,6.13,18
-48.6887,-26.914,6.13,18
-48.69,-26.9125,9.88,18
-48.6891,-26.9125,6.13,18
-48.6895,-26.9123,9.88,18
-48.6891,-26.913,6.13,18
-48.6908,-26.9108,6.23,18
-48.6908,-26.9112,6.23,18
-48.6921,-26.9096,11.29,18
-48.6904,-26.9106,3.9,18
-48.6895,-26.9106,3.9,18
-48.6899,-26.9104,3.9,18
-48.6908,-26.9099,7.805,18
-48.6912,-26.9097,11.29,18
-48.6903,-26.9097,11.29,18
-48.6908,-26.9095,9.5475,18
-48.6908,-26.9103,5.841666666666666,18
