x,y,speedKMH,hour
-48.6874,-26.9007,13.78,14
-48.6869,-26.9005,13.78,14
-48.687,-26.901,13.78,14
-48.6887,-26.9021,12.693333333333333,14
-48.687,-26.9018,13.78,14
-48.687,-26.9014,13.78,14
-48.687,-26.9022,13.78,14
-48.6817,-26.9009,6.273333333333333,14
-48.6826,-26.9008,6.566,14
-48.683,-26.9006,7.005,14
-48.6821,-26.9006,6.273333333333333,14
-48.6808,-26.9009,6.273333333333333,14
-48.68,-26.901,7.19,14
-48.6804,-26.9007,6.273333333333333,14
-48.6813,-26.9007,6.273333333333333,14
-48.6852,-26.9011,7.005,14
-48.6848,-26.9009,7.005,14
-48.6839,-26.9005,7.005,14
-48.6839,-26.9009,7.005,14
-48.6843,-26.9007,7.005,14
-48.6835,-26.9008,7.005,14
-48.6866,-26.9037,13.78,14
-48.687,-26.9035,13.78,14
-48.6866,-26.9033,13.78,14
-48.6866,-26.9041,13.78,14
-48.6871,-26.9039,13.78,14
-48.687,-26.9026,13.78,14
-48.687,-26.903,13.78,14
-48.6866,-26.9045,13.78,14
-48.6742,-26.899,7.4,14
-48.6738,-26.8989,7.4,14
-48.676,-26.9002,7.4,14
-48.6756,-26.9,7.4,14
-48.6747,-26.8996,7.4,14
-48.6751,-26.8994,7.4,14
-48.6747,-26.8992,7.4,14
-48.6751,-26.8998,7.4,14
-48.6775,-26.9045,12.31,14
-48.6775,-26.9049,12.31,14
-48.6779,-26.9038,12.31,14
-48.6779,-26.9043,12.31,14
-48.6713,-26.904,9.13,14
-48.6718,-26.9046,9.13,14
-48.6714,-26.9045,9.13,14
-48.6816,-26.8979,4.53,14
-48.682,-26.8977,4.53,14
-48.6807,-26.898,4.53,14
-48.6799,-26.8981,4.53,14
-48.6803,-26.8978,4.53,14
-48.6812,-26.8978,4.53,14
-48.679,-26.8981,4.53,14
-48.6794,-26.8979,4.53,14
-48.6786,-26.8979,4.53,14
-48.6777,-26.898,4.53,14
-48.6781,-26.8982,4.53,14
-48.6773,-26.8982,4.53,14
-48.689,-26.9105,9.12,14
-48.6907,-26.9087,11.04,14
-48.6907,-26.9091,11.04,14
-48.6887,-26.9124,12.14,14
-48.6887,-26.9128,12.14,14
-48.6891,-26.9121,18.966666666666665,14
-48.6886,-26.9119,12.14,14
-48.6887,-26.9136,12.14,14
-48.6891,-26.9134,12.14,14
-48.6887,-26.9132,12.14,14
-48.6887,-26.914,12.14,14
-48.69,-26.9125,22.38,14
-48.6891,-26.9125,12.14,14
-48.6895,-26.9123,22.38,14
-48.6891,-26.913,12.14,14
-48.6908,-26.9108,9.143333333333333,14
-48.6912,-26.9105,9.12,14
-48.6908,-26.9112,9.143333333333333,14
-48.6921,-26.9105,9.12,14
-48.6917,-26.9103,9.12,14
-48.6904,-26.9106,9.12,14
-48.6895,-26.9106,9.12,14
-48.6899,-26.9104,9.12,14
-48.6908,-26.9099,11.04,14
-48.6908,-26.9095,11.04,14
-48.6908,-26.9103,9.1375,14
-48.6925,-26.9106,9.12,14
-48.6908,-26.9116,9.143333333333333,14
-48.6904,-26.9122,22.38,14
-48.6908,-26.912,9.143333333333333,14
-48.69,-26.9121,22.38,14
-48.694,-26.9022,12.693333333333333,14
-48.6931,-26.9022,12.693333333333333,14
-48.6936,-26.902,12.693333333333333,14
-48.6909,-26.9022,12.693333333333333,14
-48.6914,-26.9024,12.693333333333333,14
-48.6905,-26.9024,12.693333333333333,14
-48.6896,-26.902,12.693333333333333,14
-48.6901,-26.9022,12.693333333333333,14
-48.6892,-26.9023,12.693333333333333,14
-48.6923,-26.9023,12.693333333333333,14
-48.6927,-26.9021,12.693333333333333,14
-48.6918,-26.9021,12.693333333333333,14
-48.6954,-26.9052,14.02,14
-48.6945,-26.9053,14.02,14
-48.695,-26.9051,14.02,14
-48.6937,-26.9053,14.02,14
-48.6941,-26.9051,14.02,14
-48.6972,-26.9051,14.02,14
-48.6976,-26.9049,14.02,14
-48.6967,-26.9049,14.02,14
-48.6958,-26.905,14.02,14
-48.6985,-26.9048,14.02,14
-48.6989,-26.905,14.02,14
-48.698,-26.9051,14.02,14
-48.6963,-26.9052,14.02,14
-48.6776,-26.9087,15.2275,14
-48.6776,-26.9082,15.2275,14
-48.6776,-26.9091,15.064,14
-48.6794,-26.9102,14.405,14
