x,y,speedKMH,hour
-48.7068,-26.893,22.14,1
-48.7063,-26.8928,22.14,1
-48.7072,-26.8932,22.14,1
-48.7064,-26.8932,22.14,1
-48.7059,-26.8931,22.14,1
-48.7094,-26.8937,22.14,1
-48.709,-26.8935,22.14,1
-48.7081,-26.8936,22.14,1
-48.7077,-26.8934,22.14,1
-48.7099,-26.8939,22.14,1
-48.7086,-26.8937,22.14,1
-48.7156,-26.8945,22.14,1
-48.7147,-26.8946,22.14,1
-48.7151,-26.8944,22.14,1
-48.7143,-26.8944,22.14,1
-48.7138,-26.8942,22.14,1
-48.7147,-26.8942,22.14,1
-48.7121,-26.8939,22.14,1
-48.7116,-26.8938,22.14,1
-48.7107,-26.8938,22.14,1
-48.7103,-26.8936,22.14,1
-48.7129,-26.8943,22.14,1
-48.7125,-26.8941,22.14,1
-48.7134,-26.8941,22.14,1
-48.7116,-26.8942,22.14,1
-48.7112,-26.894,22.14,1
-48.6565,-26.9037,11.49,1
-48.6569,-26.9035,11.49,1
-48.656,-26.904,11.49,1
-48.6548,-26.9047,11.49,1
-48.6543,-26.9053,11.49,1
-48.6548,-26.9051,11.49,1
-48.6544,-26.9057,11.49,1
-48.6552,-26.9044,11.49,1
-48.6556,-26.9042,11.49,1
-48.6544,-26.9062,11.49,1
-48.6539,-26.906,11.49,1
-48.7118,-26.9379,7.56,1
-48.7114,-26.9377,7.56,1
-48.7123,-26.938,7.56,1
-48.7123,-26.9385,7.56,1
-48.7109,-26.9371,7.56,1
-48.7105,-26.9369,7.56,1
-48.7109,-26.9375,7.56,1
-48.7114,-26.9373,7.56,1
-48.6303,-26.9436,10.61,1
-48.6303,-26.9441,10.61,1
-48.6303,-26.9428,10.61,1
-48.6303,-26.9432,10.61,1
-48.6303,-26.9449,10.61,1
-48.6303,-26.9445,10.61,1
-48.6304,-26.9453,10.61,1
-48.6304,-26.9466,10.61,1
-48.6304,-26.947,10.61,1
-48.6304,-26.9457,10.61,1
-48.6304,-26.9461,10.61,1
-48.6304,-26.9478,10.61,1
-48.6304,-26.9474,10.61,1
-48.6429,-26.9401,3.62,1
-48.642,-26.9402,3.62,1
-48.6424,-26.9404,3.62,1
-48.6416,-26.9404,3.62,1
-48.6289,-26.9418,9.0,1
-48.6285,-26.9417,9.0,1
-48.6289,-26.9423,9.0,1
-48.6285,-26.9421,9.0,1
-48.6298,-26.9426,10.61,1
-48.6298,-26.943,10.61,1
-48.6279,-26.9369,9.0,1
-48.6279,-26.9365,9.0,1
-48.6279,-26.9373,9.0,1
-48.6284,-26.9379,9.0,1
-48.6279,-26.9377,9.0,1
-48.6283,-26.9375,9.0,1
-48.6284,-26.9383,9.0,1
-48.6279,-26.9381,9.0,1
-48.6303,-26.9424,10.61,1
-48.6298,-26.9422,10.61,1
-48.6284,-26.9396,9.0,1
-48.6284,-26.94,9.0,1
-48.6284,-26.9387,9.0,1
-48.6284,-26.9392,9.0,1
-48.6285,-26.9408,9.0,1
-48.6284,-26.9404,9.0,1
-48.6285,-26.9412,9.0,1
-48.6857,-26.9017,14.65,10
-48.6857,-26.9013,14.65,10
-48.6861,-26.9018,10.84,10
-48.6874,-26.9007,4.23,10
-48.6887,-26.9,0.51,10
-48.6891,-26.9002,0.51,10
-48.6869,-26.9005,4.23,10
-48.687,-26.901,4.23,10
-48.6883,-26.9023,7.03,10
-48.6887,-26.9021,9.923333333333334,10
-48.6879,-26.9022,7.03,10
-48.687,-26.9018,4.23,10
-48.687,-26.9014,4.23,10
-48.687,-26.9022,5.63,10
-48.6874,-26.902,7.03,10
-48.6866,-26.902,7.03,10
-48.6817,-26.9009,14.65,10
-48.6826,-26.9008,11.15,10
-48.683,-26.9006,11.15,10
-48.6821,-26.9006,14.65,10
-48.6808,-26.9009,14.65,10
-48.6804,-26.9007,14.65,10
-48.6813,-26.9007,14.65,10
-48.6852,-26.9011,11.15,10
-48.6848,-26.9009,11.15,10
-48.6839,-26.9005,11.15,10
-48.6839,-26.9009,11.15,10
-48.6843,-26.9007,11.15,10
-48.6835,-26.9008,11.15,10
-48.6909,-26.9001,0.51,10
-48.69,-26.9001,0.51,10
-48.6904,-26.8999,0.51,10
-48.6895,-26.9,0.51,10
-48.6939,-26.8984,17.56,10
-48.6939,-26.8988,17.56,10
-48.6756,-26.9017,3.02,10
-48.6761,-26.9019,3.02,10
-48.6752,-26.9019,3.02,10
-48.6765,-26.9016,3.02,10
-48.6769,-26.9014,3.02,10
-48.6709,-26.903,8.99,10
-48.6713,-26.9036,8.99,10
-48.6709,-26.9034,8.99,10
-48.6713,-26.904,8.99,10
-48.689,-26.9105,4.78,10
-48.6907,-26.9078,10.02,10
-48.6907,-26.9083,10.02,10
-48.6907,-26.907,10.02,10
-48.6907,-26.9066,10.02,10
-48.6907,-26.9074,10.02,10
-48.6907,-26.9087,10.02,10
-48.6907,-26.9091,7.553333333333334,10
-48.6887,-26.9124,6.1,10
-48.6887,-26.9128,6.1,10
-48.6891,-26.9121,11.29,10
-48.6886,-26.9119,6.1,10
-48.6887,-26.9136,6.1,10
-48.6891,-26.9134,6.1,10
-48.6887,-26.9132,6.1,10
-48.6887,-26.914,6.1,10
-48.69,-26.9125,16.48,10
-48.6891,-26.9125,6.1,10
-48.6895,-26.9123,16.48,10
-48.6891,-26.913,6.1,10
-48.6908,-26.9108,7.553333333333334,10
-48.6908,-26.9112,7.553333333333334,10
-48.6904,-26.9106,4.78,10
-48.6895,-26.9106,4.78,10
-48.6899,-26.9104,4.78,10
-48.6908,-26.9099,7.553333333333334,10
-48.6908,-26.9095,7.553333333333334,10
-48.6908,-26.9103,6.86,10
-48.6908,-26.9116,7.553333333333334,10
-48.6904,-26.9122,16.48,10
-48.6908,-26.912,7.553333333333334,10
-48.69,-26.9121,16.48,10
-48.694,-26.9034,17.56,10
-48.6936,-26.9033,17.56,10
-48.694,-26.903,17.56,10
-48.6941,-26.9039,17.56,10
-48.6936,-26.9037,17.56,10
