data,velmed
2020-12-11,8
2020-12-12,15
2020-12-13,15
2020-12-14,17
2020-12-15,17
2020-12-16,17
2020-12-17,19
2020-12-18,17
2020-12-19,16
2020-12-20,13
2020-12-21,14
2020-12-22,16
2020-12-23,15
2020-12-24,13
2020-12-25,14
2020-12-26,16
2020-12-27,21
2020-12-28,19
2020-12-29,10
2020-12-30,15
2020-12-31,11
