x,y,speedKMH,hour
-48.6758,-26.9075,1.39,4
-48.6758,-26.9079,1.39,4
-48.6763,-26.9077,1.39,4
-48.6754,-26.9078,1.39,4
-48.6767,-26.9083,1.39,4
-48.6763,-26.9081,1.39,4
-48.6772,-26.9081,1.39,4
-48.6767,-26.9079,1.39,4
-48.6626,-26.9038,9.66,4
-48.663,-26.9035,9.66,4
-48.6769,-26.9248,14.43,4
-48.6769,-26.9252,14.43,4
-48.6768,-26.9244,14.43,4
-48.6769,-26.9261,14.43,4
-48.6765,-26.9259,14.43,4
-48.6769,-26.9256,14.43,4
-48.6765,-26.9263,14.43,4
-48.6765,-26.928,14.43,4
-48.6761,-26.9278,14.43,4
-48.6765,-26.9276,14.43,4
-48.6761,-26.9282,14.43,4
-48.6765,-26.9267,14.43,4
-48.6765,-26.9271,14.43,4
-48.6761,-26.9286,14.43,4
-48.6757,-26.9293,14.43,4
-48.6761,-26.929,14.43,4
-48.6757,-26.9297,14.43,4
-48.6618,-26.9059,9.66,4
-48.6618,-26.9063,9.66,4
-48.6614,-26.9078,9.66,4
-48.6614,-26.907,9.66,4
-48.6618,-26.9067,9.66,4
-48.6614,-26.9074,9.66,4
-48.6622,-26.9052,9.66,4
-48.6622,-26.9048,9.66,4
-48.6622,-26.9057,9.66,4
-48.6626,-26.9042,9.66,4
-48.663,-26.9039,9.66,4
-48.6626,-26.9046,9.66,4
-48.735,-26.8877,13.57,4
-48.735,-26.8881,13.57,4
-48.7169,-26.9444,51.24,4
-48.7164,-26.9443,51.24,4
-48.7173,-26.9446,51.24,4
-48.716,-26.9441,51.24,4
-48.7155,-26.9439,51.24,4
-48.7182,-26.945,51.24,4
-48.7177,-26.9448,51.24,4
-48.7138,-26.9432,51.24,4
-48.7142,-26.9429,51.24,4
-48.7137,-26.9428,51.24,4
-48.7142,-26.9434,51.24,4
-48.7133,-26.9426,51.24,4
-48.7129,-26.9424,51.24,4
-48.7151,-26.9433,51.24,4
-48.7146,-26.9431,51.24,4
-48.7151,-26.9437,51.24,4
-48.7155,-26.9435,51.24,4
-48.7146,-26.9435,51.24,4
-48.73,-26.9457,51.24,4
-48.7304,-26.9459,51.24,4
-48.7296,-26.9459,51.24,4
-48.7278,-26.9461,51.24,4
-48.7287,-26.946,51.24,4
-48.7291,-26.9458,51.24,4
-48.7283,-26.9458,51.24,4
-48.7326,-26.946,51.24,4
-48.7331,-26.9461,51.24,4
-48.7322,-26.9462,51.24,4
-48.7313,-26.9458,51.24,4
-48.7318,-26.946,51.24,4
-48.7309,-26.9461,51.24,4
-48.7243,-26.9459,51.24,4
-48.7235,-26.9459,51.24,4
-48.7239,-26.9457,51.24,4
-48.7226,-26.946,51.24,4
-48.723,-26.9457,51.24,4
-48.7221,-26.9458,51.24,4
-48.7226,-26.9456,51.24,4
