x,y,speedKMH,hour
-48.6817,-26.9009,4.6,22
-48.6826,-26.9008,4.6,22
-48.6821,-26.9006,4.6,22
-48.6808,-26.9009,4.6,22
-48.6804,-26.9007,4.6,22
-48.6813,-26.9007,4.6,22
-48.6908,-26.8972,18.03,22
-48.6908,-26.8976,18.03,22
-48.6903,-26.897,18.03,22
-48.6903,-26.8974,18.03,22
-48.6908,-26.8993,18.03,22
-48.6904,-26.8991,18.03,22
-48.6908,-26.8988,18.03,22
-48.6908,-26.8997,18.03,22
-48.6904,-26.8995,18.03,22
-48.6904,-26.8982,18.03,22
-48.6908,-26.898,18.03,22
-48.6903,-26.8978,18.03,22
-48.6904,-26.8987,18.03,22
-48.6908,-26.8984,18.03,22
-48.6909,-26.9001,18.03,22
-48.6904,-26.8999,18.03,22
-48.6904,-26.9003,18.03,22
-48.6905,-26.902,18.03,22
-48.6905,-26.9024,18.03,22
-48.6905,-26.9012,18.03,22
-48.6904,-26.9007,18.03,22
-48.6905,-26.9016,18.03,22
-48.6905,-26.9028,18.03,22
-48.6905,-26.9032,18.03,22
-48.6906,-26.9049,18.03,22
-48.6906,-26.9053,18.03,22
-48.6906,-26.9041,18.03,22
-48.6905,-26.9037,18.03,22
-48.6906,-26.9045,18.03,22
-48.6776,-26.9087,10.63,22
-48.6776,-26.9082,10.63,22
-48.6776,-26.9091,10.63,22
-48.6776,-26.9095,10.63,22
-48.6777,-26.9099,10.63,22
-48.6776,-26.9074,10.63,22
-48.6776,-26.9078,10.63,22
-48.6775,-26.9057,10.63,22
-48.6775,-26.9053,10.63,22
-48.6775,-26.9062,10.63,22
-48.6779,-26.9051,10.63,22
-48.6775,-26.9066,10.63,22
-48.6776,-26.907,10.63,22
-48.6772,-26.9093,10.63,22
-48.6772,-26.9097,10.63,22
-48.6772,-26.9102,10.63,22
-48.7005,-26.8876,12.47,22
-48.7,-26.8874,12.47,22
-48.7009,-26.8877,12.47,22
-48.7001,-26.8878,12.47,22
-48.6992,-26.8874,12.47,22
-48.6996,-26.8872,12.47,22
-48.6996,-26.8876,12.47,22
-48.7031,-26.8878,12.47,22
-48.7036,-26.888,12.47,22
-48.7027,-26.888,12.47,22
-48.7018,-26.8877,12.47,22
-48.7018,-26.8881,12.47,22
-48.7022,-26.8879,12.47,22
-48.7014,-26.8879,12.47,22
-48.6772,-26.9212,12.91,22
-48.6776,-26.921,12.91,22
-48.6772,-26.9208,12.91,22
-48.6772,-26.9217,12.91,22
-48.6776,-26.9214,12.91,22
-48.6776,-26.9202,12.91,22
-48.6776,-26.9206,12.91,22
-48.6771,-26.9183,12.91,22
-48.6775,-26.9181,12.91,22
-48.6771,-26.9179,12.91,22
-48.6771,-26.9187,12.91,22
-48.6775,-26.9185,12.91,22
-48.6771,-26.92,12.91,22
-48.6771,-26.9204,12.91,22
-48.6775,-26.9193,12.91,22
-48.6771,-26.9192,12.91,22
-48.6775,-26.9189,12.91,22
-48.6776,-26.9198,12.91,22
-48.6771,-26.9196,12.91,22
-48.6774,-26.9143,12.91,22
-48.6774,-26.9147,12.91,22
-48.6775,-26.9172,12.91,22
-48.6775,-26.9177,12.91,22
-48.7003,-26.9089,15.09,22
-48.7008,-26.9087,15.09,22
-48.7003,-26.9085,15.09,22
-48.7004,-26.9093,15.09,22
-48.7008,-26.9091,15.09,22
-48.7008,-26.9082,15.09,22
-48.7003,-26.9076,15.09,22
-48.7003,-26.9081,15.09,22
-48.7008,-26.9099,15.09,22
-48.7004,-26.9097,15.09,22
-48.7008,-26.9095,15.09,22
-48.7008,-26.9103,15.09,22
-48.7004,-26.9102,15.09,22
-48.7004,-26.9118,15.09,22
-48.7009,-26.9116,15.09,22
-48.7004,-26.9114,15.09,22
-48.7005,-26.9122,15.09,22
-48.7009,-26.912,15.09,22
-48.7008,-26.9108,15.09,22
-48.7009,-26.9112,15.09,22
-48.7004,-26.9106,15.09,22
-48.7004,-26.911,15.09,22
-48.7009,-26.9128,15.09,22
-48.7005,-26.9127,15.09,22
-48.7009,-26.9124,15.09,22
-48.7009,-26.9133,15.09,22
-48.7005,-26.9131,15.09,22
-48.7002,-26.906,15.09,22
-48.7002,-26.9056,15.09,22
-48.7003,-26.9064,15.09,22
-48.7002,-26.9047,15.09,22
-48.7002,-26.9051,15.09,22
-48.7003,-26.9068,15.09,22
-48.7003,-26.9072,15.09,22
-48.7005,-26.9135,15.09,22
-48.6728,-26.9071,12.87,22
-48.6728,-26.9075,12.87,22
-48.6728,-26.9092,12.87,22
-48.6733,-26.9089,12.87,22
-48.6728,-26.9088,12.87,22
-48.6728,-26.9096,12.87,22
-48.6733,-26.9094,12.87,22
-48.6728,-26.9079,12.87,22
-48.6728,-26.9083,12.87,22
-48.6733,-26.9102,12.87,22
-48.6729,-26.91,12.87,22
-48.6733,-26.9098,12.87,22
-48.6733,-26.9106,12.87,22
-48.6769,-26.9146,12.91,22
-48.6734,-26.9119,12.87,22
-48.6734,-26.9123,12.87,22
-48.6733,-26.911,12.87,22
-48.6733,-26.9114,12.87,22
-48.677,-26.9154,12.91,22
-48.6774,-26.9152,12.91,22
-48.677,-26.915,12.91,22
-48.677,-26.9158,12.91,22
-48.6774,-26.9156,12.91,22
-48.677,-26.9171,12.91,22
-48.677,-26.9175,12.91,22
-48.6774,-26.9164,12.91,22
-48.677,-26.9162,12.91,22
-48.6774,-26.916,12.91,22
-48.6775,-26.9168,12.91,22
