x,y,speedKMH,hour
-48.7005,-26.888,20.38,6
-48.7009,-26.8877,20.38,6
-48.7001,-26.8878,20.38,6
-48.6992,-26.8874,20.38,6
-48.6987,-26.8872,20.38,6
-48.6992,-26.887,20.38,6
-48.6996,-26.8876,20.38,6
-48.6974,-26.8863,20.38,6
-48.6978,-26.886,20.38,6
-48.6974,-26.8859,14.62,6
-48.6978,-26.8865,20.38,6
-48.7027,-26.888,20.38,6
-48.7018,-26.8881,20.38,6
-48.7022,-26.8879,20.38,6
-48.7014,-26.8879,20.38,6
-48.6987,-26.8868,20.38,6
-48.6983,-26.8866,20.38,6
-48.6942,-26.8838,17.055,6
-48.6934,-26.8838,17.055,6
-48.6938,-26.8836,17.055,6
-48.6946,-26.881,8.74,6
-48.6946,-26.8814,8.74,6
-48.6945,-26.8789,8.74,6
-48.6945,-26.8793,8.74,6
-48.6945,-26.8802,8.74,6
-48.6945,-26.8798,8.74,6
-48.6946,-26.8806,8.74,6
-48.6951,-26.8841,14.62,6
-48.6947,-26.8839,14.62,6
-48.6951,-26.8845,14.62,6
-48.6956,-26.8843,14.62,6
-48.6965,-26.8851,14.62,6
-48.6969,-26.8857,14.62,6
-48.6965,-26.8855,14.62,6
-48.696,-26.8849,14.62,6
-48.6956,-26.8847,14.62,6
-48.6953,-26.9142,16.72,6
-48.6957,-26.914,16.72,6
-48.6948,-26.9141,16.72,6
-48.6953,-26.9138,16.72,6
-48.6944,-26.9139,16.72,6
-48.694,-26.9137,16.72,6
-48.6922,-26.913,16.72,6
-48.6917,-26.9128,16.72,6
-48.6926,-26.9132,16.72,6
-48.6909,-26.9128,16.72,6
-48.6913,-26.9126,16.72,6
-48.6909,-26.9124,16.72,6
-48.7003,-26.9089,12.98,6
-48.7008,-26.9087,12.98,6
-48.7003,-26.9085,12.98,6
-48.7004,-26.9093,12.98,6
-48.7008,-26.9091,12.98,6
-48.7008,-26.9082,12.98,6
-48.7003,-26.9076,12.98,6
-48.7003,-26.9081,12.98,6
-48.6979,-26.9149,16.72,6
-48.6975,-26.9147,16.72,6
-48.6966,-26.9144,16.72,6
-48.6962,-26.9142,16.72,6
-48.697,-26.9145,16.72,6
-48.6948,-26.9136,16.72,6
-48.6935,-26.9135,16.72,6
-48.6931,-26.9133,16.72,6
-48.7002,-26.906,12.98,6
-48.7002,-26.9056,12.98,6
-48.7003,-26.9064,12.98,6
-48.7002,-26.9047,12.98,6
-48.7002,-26.9051,12.98,6
-48.7003,-26.9068,12.98,6
-48.7003,-26.9072,12.98,6
-48.6533,-26.9131,21.41,6
-48.6537,-26.9129,21.41,6
-48.6533,-26.9127,21.41,6
-48.6533,-26.9135,21.41,6
-48.6537,-26.9121,21.41,6
-48.6537,-26.9125,21.41,6
-48.6533,-26.914,21.41,6
-48.6533,-26.9144,21.41,6
-48.653,-26.9159,21.41,6
-48.6525,-26.9161,21.41,6
-48.6529,-26.915,21.41,6
-48.6534,-26.9148,21.41,6
-48.6529,-26.9154,21.41,6
-48.6534,-26.9152,21.41,6
-48.6945,-26.8785,8.74,6
-48.6956,-26.9366,5.27,6
-48.696,-26.9364,5.27,6
-48.6956,-26.9362,5.27,6
-48.7014,-26.9385,12.53,6
-48.7009,-26.9384,12.53,6
-48.7,-26.938,12.53,6
-48.6996,-26.9378,12.53,6
-48.7,-26.9384,12.53,6
-48.7005,-26.9382,12.53,6
-48.6996,-26.9382,12.53,6
-48.7022,-26.9389,12.53,6
-48.7018,-26.9387,12.53,6
-48.7022,-26.9385,12.53,6
-48.6978,-26.9371,5.27,6
-48.6969,-26.9367,5.27,6
-48.6965,-26.9365,5.27,6
-48.6974,-26.9369,5.27,6
-48.6987,-26.9379,12.53,6
-48.6983,-26.9377,12.53,6
-48.6992,-26.938,12.53,6
-48.6978,-26.9375,12.53,6
-48.65,-26.9192,21.41,6
-48.6513,-26.9176,21.41,6
-48.6517,-26.9174,21.41,6
-48.6513,-26.9181,21.41,6
-48.6521,-26.9168,21.41,6
-48.6525,-26.9165,21.41,6
-48.6508,-26.9179,21.41,6
-48.6517,-26.917,21.41,6
-48.6504,-26.9185,21.41,6
-48.6509,-26.9183,21.41,6
-48.6504,-26.9189,21.41,6
-48.7274,-26.8578,53.04,3
-48.7274,-26.8582,53.04,3
-48.7274,-26.857,53.04,3
-48.7274,-26.8574,53.04,3
-48.7279,-26.858,53.04,3
-48.7279,-26.8584,53.04,3
-48.7273,-26.8549,53.04,3
-48.7273,-26.8553,53.04,3
-48.7274,-26.8561,53.04,3
-48.7273,-26.8557,53.04,3
-48.7274,-26.8566,53.04,3
-48.7273,-26.854,53.04,3
-48.7273,-26.8545,53.04,3
-48.7258,-26.8502,53.04,3
-48.7254,-26.85,53.04,3
-48.7259,-26.8506,53.04,3
-48.7249,-26.849,53.04,3
-48.7254,-26.8496,53.04,3
-48.7249,-26.8494,53.04,3
-48.7263,-26.8512,53.04,3
-48.7259,-26.851,53.04,3
-48.7263,-26.8508,53.04,3
-48.7263,-26.8516,53.04,3
-48.7236,-26.848,53.04,3
-48.7231,-26.8478,53.04,3
-48.7236,-26.8476,53.04,3
-48.724,-26.8482,53.04,3
-48.7245,-26.8488,53.04,3
-48.724,-26.8486,53.04,3
-48.7268,-26.8522,53.04,3
-48.7263,-26.852,53.04,3
-48.7268,-26.8526,53.04,3
-48.7268,-26.8539,53.04,3
-48.7268,-26.853,53.04,3
-48.7273,-26.8536,53.04,3
-48.7268,-26.8534,53.04,3
-48.7245,-26.8484,53.04,3
-48.72,-26.8445,53.04,3
-48.72,-26.8449,53.04,3
-48.7209,-26.8452,53.04,3
-48.7204,-26.8451,53.04,3
-48.7213,-26.8458,53.04,3
-48.7209,-26.8457,53.04,3
-48.7213,-26.8463,53.04,3
-48.7218,-26.846,53.04,3
-48.7227,-26.8468,53.04,3
-48.7231,-26.8474,53.04,3
-48.7227,-26.8472,53.04,3
-48.7222,-26.8466,53.04,3
-48.7218,-26.8464,53.04,3
-48.7222,-26.847,53.04,3
-48.6775,-26.9045,15.83,22
-48.6775,-26.9049,15.83,22
-48.6779,-26.9038,15.83,22
-48.6779,-26.9043,15.83,22
-48.6899,-26.9096,9.94,22
-48.689,-26.9096,9.94,22
-48.6894,-26.9094,9.94,22
-48.6916,-26.9095,9.94,22
-48.6921,-26.9096,9.94,22
-48.6912,-26.9097,9.94,22
-48.6903,-26.9097,9.94,22
-48.6908,-26.9095,9.94,22
-48.6776,-26.9087,15.83,22
-48.6776,-26.9082,15.83,22
-48.6776,-26.9091,15.83,22
-48.6794,-26.9102,13.05,22
-48.6798,-26.91,13.05,22
-48.679,-26.91,13.05,22
-48.6776,-26.9095,15.83,22
-48.6781,-26.9101,13.05,22
-48.6777,-26.9099,15.83,22
-48.6776,-26.9074,15.83,22
-48.6776,-26.9078,15.83,22
-48.6775,-26.9057,15.83,22
-48.6775,-26.9053,15.83,22
-48.6775,-26.9062,15.83,22
-48.6779,-26.9047,15.83,22
-48.6779,-26.9051,15.83,22
-48.6775,-26.9066,15.83,22
-48.6776,-26.907,15.83,22
-48.6773,-26.9114,15.83,22
-48.6773,-26.9118,15.83,22
-48.6785,-26.9103,13.05,22
-48.682,-26.9101,13.05,22
-48.6825,-26.9098,13.05,22
-48.6816,-26.9099,13.05,22
-48.6807,-26.9099,13.05,22
-48.6812,-26.9101,13.05,22
-48.6803,-26.9102,13.05,22
-48.6772,-26.9093,15.83,22
-48.6772,-26.9097,15.83,22
-48.6772,-26.9106,15.83,22
-48.6777,-26.9103,14.44,22
-48.6772,-26.9102,14.44,22
-48.6773,-26.911,15.83,22
-48.7033,-26.8937,2.13,22
-48.7037,-26.8934,2.13,22
-48.7033,-26.8932,2.13,22
-48.7033,-26.8941,2.13,22
-48.7038,-26.8938,2.13,22
-48.7037,-26.893,2.13,22
-48.6953,-26.89,14.05,22
-48.6958,-26.8897,14.05,22
-48.6953,-26.8896,14.05,22
-48.6953,-26.8904,14.05,22
-48.6958,-26.8902,14.05,22
-48.6957,-26.8893,14.05,22
-48.6958,-26.891,14.05,22
-48.6954,-26.8908,14.05,22
-48.6958,-26.8906,14.05,22
-48.6958,-26.8914,14.05,22
-48.6954,-26.8912,14.05,22
-48.6953,-26.8887,14.05,22
-48.6953,-26.8891,14.05,22
-48.6953,-26.8879,14.05,22
-48.6953,-26.8883,14.05,22
-48.6954,-26.8929,14.05,22
-48.6959,-26.8927,14.05,22
-48.6954,-26.8925,14.05,22
-48.6954,-26.8933,14.05,22
-48.6959,-26.8931,14.05,22
-48.6958,-26.8918,14.05,22
-48.6958,-26.8922,14.05,22
-48.6959,-26.8939,14.05,22
-48.6955,-26.8937,14.05,22
-48.6959,-26.8935,14.05,22
-48.6954,-26.8916,14.05,22
-48.6954,-26.8921,14.05,22
-48.7038,-26.8947,2.13,22
-48.7033,-26.8945,2.13,22
-48.7038,-26.8942,2.13,22
-48.7038,-26.8951,2.13,22
-48.7038,-26.8963,2.13,22
-48.7039,-26.8968,2.13,22
-48.7038,-26.8955,2.13,22
-48.7038,-26.8959,2.13,22
-48.6586,-26.9034,6.18,22
-48.683,-26.9261,5.63,22
-48.6834,-26.9259,5.63,22
-48.6826,-26.9259,5.63,22
-48.6817,-26.926,5.63,22
-48.6902,-26.92,3.19,22
-48.6903,-26.9204,3.19,22
-48.6907,-26.921,3.19,22
-48.6903,-26.9208,3.19,22
-48.6774,-26.9143,15.83,22
-48.6907,-26.9214,3.19,22
-48.6821,-26.9262,5.63,22
-48.6813,-26.9262,5.63,22
-48.6804,-26.9263,5.63,22
-48.6808,-26.926,5.63,22
-48.7003,-26.9089,11.76,22
