filename,mean_speedKMH
2023-02-23-21,23
2023-02-23-22,22
2023-02-23-23,34
2023-02-24-0,35
2023-02-24-1,12
2023-02-24-2,15
2023-02-24-3,16
2023-02-24-4,8
2023-02-24-5,3
2023-02-24-6,11
2023-02-24-7,16
2023-02-24-8,14
2023-02-24-9,15
2023-02-24-10,14
2023-02-24-11,14
2023-02-24-12,12
2023-02-24-13,10
2023-02-24-14,11
2023-02-24-15,11
2023-02-24-16,19
2023-02-24-17,11
2023-02-24-18,11
2023-02-24-19,17
2023-02-24-20,17
2023-02-24-21,18
2023-02-24-22,13
2023-02-24-23,38
2023-02-25-0,20
2023-02-25-1,6
2023-02-25-2,15
2023-02-25-3,16
2023-02-25-4,24
2023-02-25-5,5
2023-02-25-6,13
2023-02-25-7,14
2023-02-25-8,20
2023-02-25-9,21
2023-02-25-10,13
2023-02-25-11,11
2023-02-25-12,12
2023-02-25-13,11
2023-02-25-14,8
2023-02-25-15,11
2023-02-25-16,12
2023-02-25-17,11
2023-02-25-18,12
2023-02-25-19,12
2023-02-25-20,11
2023-02-25-21,11
2023-02-25-22,11
2023-02-25-23,11
2023-02-26-0,9
2023-02-26-1,22
2023-02-26-2,43
2023-02-26-3,33
2023-02-26-4,4
2023-02-26-5,10
2023-02-26-6,13
2023-02-26-7,12
2023-02-26-8,10
2023-02-26-9,16
2023-02-26-10,11
2023-02-26-11,11
2023-02-26-12,12
2023-02-26-13,10
2023-02-26-14,13
2023-02-26-15,21
2023-02-26-16,12
2023-02-26-17,10
2023-02-26-18,21
2023-02-26-19,11
2023-02-26-20,13
2023-02-26-21,10
2023-02-26-22,12
2023-02-26-23,29
2023-02-27-0,9
2023-02-27-1,36
2023-02-27-2,36
2023-02-27-3,40
2023-02-27-4,24
2023-02-27-5,11
2023-02-27-6,27
2023-02-27-7,13
2023-02-27-8,17
2023-02-27-9,16
2023-02-27-10,13
2023-02-27-11,15
2023-02-27-12,12
2023-02-27-13,15
2023-02-27-14,15
2023-02-27-15,23
2023-02-27-16,18
2023-02-27-17,18
2023-02-27-18,12
2023-02-27-19,12
2023-02-27-20,11
2023-02-27-21,18
2023-02-27-22,12
2023-02-27-23,19
2023-02-28-0,10
2023-02-28-2,9
2023-02-28-3,53
2023-02-28-4,56
2023-02-28-5,12
2023-02-28-6,34
2023-02-28-7,19
2023-02-28-8,13
2023-02-28-9,18
2023-02-28-10,18
2023-02-28-11,13
2023-02-28-12,11
2023-02-28-13,11
2023-02-28-14,19
2023-02-28-15,19
2023-02-28-16,19
2023-02-28-17,15
2023-02-28-18,13
2023-02-28-19,11
2023-02-28-20,14
2023-02-28-21,10
2023-02-28-22,13
2023-02-28-23,22
2023-03-01-0,16
2023-03-01-1,21
2023-03-01-2,13
2023-03-01-3,5
2023-03-01-5,28
2023-03-01-6,34
2023-03-01-7,18
2023-03-01-8,19
2023-03-01-9,24
2023-03-01-10,22
2023-03-01-11,17
2023-03-01-12,12
2023-03-01-13,10
2023-03-01-14,19
2023-03-01-15,13
2023-03-01-16,15
2023-03-01-17,18
2023-03-01-18,14
2023-03-01-19,12
2023-03-01-20,13
2023-03-01-21,11
2023-03-01-22,10
2023-03-01-23,18
2023-03-02-0,35
2023-03-02-1,54
2023-03-02-2,48
2023-03-02-3,63
2023-03-02-4,15
2023-03-02-5,16
2023-03-02-6,28
2023-03-02-7,19
2023-03-02-8,16
2023-03-02-9,11
2023-03-02-10,15
2023-03-02-11,13
2023-03-02-12,14
2023-03-02-13,12
2023-03-02-14,13
2023-03-02-15,18
2023-03-02-16,18
2023-03-02-17,17
2023-03-02-18,16
2023-03-02-19,21
2023-03-02-20,12
2023-03-02-21,11
2023-03-02-22,11
2023-03-02-23,9
2023-03-03-0,28
2023-03-03-1,15
2023-03-03-2,31
2023-03-03-3,53
2023-03-03-5,6
2023-03-03-6,29
2023-03-03-7,11
2023-03-03-8,12
2023-03-03-9,20
2023-03-03-10,17
2023-03-03-11,14
2023-03-03-12,11
2023-03-03-13,17
2023-03-03-14,15
2023-03-03-15,16
2023-03-03-16,19
2023-03-03-17,16
2023-03-03-18,15
2023-03-03-19,17
2023-03-03-20,15
2023-03-03-21,22
2023-03-03-22,11
2023-03-03-23,10
2023-03-04-0,11
2023-03-04-1,31
2023-03-04-2,57
2023-03-04-3,24
2023-03-04-4,10
2023-03-04-5,44
2023-03-04-6,30
2023-03-04-7,12
2023-03-04-8,25
2023-03-04-9,16
2023-03-04-10,11
2023-03-04-11,16
2023-03-04-12,13
2023-03-04-13,14
2023-03-04-14,14
2023-03-04-15,23
2023-03-04-16,20
2023-03-04-17,19
2023-03-04-18,18
2023-03-04-19,24
2023-03-04-20,24
2023-03-04-21,10
2023-03-04-22,14
2023-03-04-23,11
2023-03-05-0,10
2023-03-05-1,11
2023-03-05-2,25
2023-03-05-3,33
2023-03-05-4,43
2023-03-05-5,20
2023-03-05-6,17
2023-03-05-7,12
2023-03-05-8,12
2023-03-05-9,17
2023-03-05-10,11
2023-03-05-11,11
2023-03-05-12,12
2023-03-05-13,14
2023-03-05-14,12
2023-03-05-15,14
2023-03-05-16,15
2023-03-05-17,17
2023-03-05-18,18
2023-03-05-19,11
2023-03-05-20,11
2023-03-05-21,16
2023-03-05-22,10
2023-03-05-23,11
2023-03-06-0,14
2023-03-06-1,20
2023-03-06-2,10
2023-03-06-3,41
2023-03-06-5,29
2023-03-06-6,20
2023-03-06-7,16
2023-03-06-8,12
2023-03-06-9,16
2023-03-06-10,20
2023-03-06-11,19
2023-03-06-12,14
2023-03-06-13,11
2023-03-06-14,12
2023-03-06-15,21
2023-03-06-16,10
2023-03-06-17,16
2023-03-06-18,12
2023-03-06-19,14
2023-03-06-20,10
2023-03-06-21,21
2023-03-06-22,17
2023-03-06-23,15
2023-03-07-0,14
2023-03-07-1,11
2023-03-07-2,11
2023-03-07-3,48
2023-03-07-4,48
2023-03-07-5,11
2023-03-07-6,30
2023-03-07-7,19
2023-03-07-8,19
2023-03-07-9,17
2023-03-07-10,15
2023-03-07-11,11
2023-03-07-12,10
2023-03-07-13,10
2023-03-07-14,16
2023-03-07-15,11
2023-03-07-16,19
2023-03-07-17,16
2023-03-07-18,16
2023-03-07-19,17
2023-03-07-20,12
2023-03-07-21,10
2023-03-07-22,11
2023-03-07-23,24
2023-03-08-0,43
2023-03-08-1,27
2023-03-08-2,17
2023-03-08-3,12
2023-03-08-4,53
2023-03-08-5,28
2023-03-08-6,30
2023-03-08-7,16
2023-03-08-8,18
2023-03-08-9,18
2023-03-08-10,23
2023-03-08-11,13
2023-03-08-12,9
2023-03-08-13,9
2023-03-08-14,11
2023-03-08-15,14
2023-03-08-16,18
2023-03-08-17,15
2023-03-08-18,14
2023-03-08-19,12
2023-03-08-20,10
2023-03-08-21,12
2023-03-08-22,11
2023-03-08-23,8
2023-03-09-0,28
2023-03-09-1,11
2023-03-09-2,16
2023-03-09-3,28
2023-03-09-4,25
2023-03-09-5,38
2023-03-09-6,34
2023-03-09-7,22
2023-03-09-8,17
2023-03-09-9,13
2023-03-09-10,22
2023-03-09-11,21
2023-03-09-12,11
2023-03-09-13,10
2023-03-09-14,18
2023-03-09-15,18
2023-03-09-16,20
2023-03-09-17,16
2023-03-09-18,11
2023-03-09-19,19
2023-03-09-20,14
2023-03-09-21,15
2023-03-09-22,11
2023-03-09-23,13
2023-03-10-0,8
2023-03-10-1,10
2023-03-10-2,8
2023-03-10-3,17
2023-03-10-4,28
2023-03-10-5,16
2023-03-10-6,13
2023-03-10-7,17
2023-03-10-8,22
2023-03-10-9,24
2023-03-10-10,22
2023-03-10-11,16
2023-03-10-12,19
2023-03-10-13,15
2023-03-10-14,21
2023-03-10-15,21
2023-03-10-16,19
2023-03-10-17,15
2023-03-10-18,14
2023-03-10-19,18
2023-03-10-20,18
2023-03-10-21,16
2023-03-10-22,17
2023-03-10-23,8
2023-03-11-0,15
2023-03-11-1,35
2023-03-11-2,31
2023-03-11-3,13
2023-03-11-4,44
2023-03-11-5,31
2023-03-11-6,15
2023-03-11-7,10
2023-03-11-8,12
2023-03-11-9,14
2023-03-11-10,21
2023-03-11-11,12
2023-03-11-12,10
2023-03-11-13,15
2023-03-11-14,10
2023-03-11-15,11
2023-03-11-16,10
2023-03-11-17,12
2023-03-11-18,12
2023-03-11-19,12
2023-03-11-20,11
2023-03-11-21,10
2023-03-11-22,32
2023-03-11-23,27
2023-03-12-0,24
2023-03-12-1,6
2023-03-12-2,14
2023-03-12-3,26
2023-03-12-4,34
2023-03-12-5,7
2023-03-12-6,15
2023-03-12-7,38
2023-03-12-8,13
2023-03-12-9,21
2023-03-12-10,19
2023-03-12-11,10
2023-03-12-12,13
2023-03-12-13,11
2023-03-12-14,36
2023-03-12-15,13
2023-03-12-16,23
2023-03-12-17,12
2023-03-12-18,18
2023-03-12-19,27
2023-03-12-20,28
2023-03-12-21,20
2023-03-12-22,13
2023-03-12-23,39
2023-03-13-0,23
2023-03-13-1,7
2023-03-13-2,8
2023-03-13-3,24
2023-03-13-4,48
2023-03-13-5,41
2023-03-13-6,31
2023-03-13-7,16
2023-03-13-8,14
2023-03-13-9,22
2023-03-13-10,17
2023-03-13-11,16
2023-03-13-12,11
2023-03-13-13,14
2023-03-13-14,18
2023-03-13-15,21
2023-03-13-16,13
2023-03-13-17,15
2023-03-13-18,15
2023-03-13-19,10
2023-03-13-20,10
2023-03-13-21,13
2023-03-13-22,12
2023-03-13-23,36
2023-03-14-0,38
2023-03-14-1,15
2023-03-14-2,10
2023-03-14-3,30
2023-03-14-4,51
2023-03-14-5,26
2023-03-14-6,27
2023-03-14-7,15
2023-03-14-8,19
2023-03-14-9,22
2023-03-14-10,24
2023-03-14-11,14
2023-03-14-12,10
2023-03-14-13,11
2023-03-14-14,12
2023-03-14-15,17
2023-03-14-16,14
2023-03-14-17,15
2023-03-14-18,11
2023-03-14-19,11
2023-03-14-20,10
2023-03-14-21,13
2023-03-14-22,12
2023-03-14-23,25
2023-03-15-0,19
2023-03-15-1,24
2023-03-15-2,2
2023-03-15-3,54
2023-03-15-4,42
2023-03-15-5,12
2023-03-15-6,30
2023-03-15-7,16
2023-03-15-8,13
2023-03-15-9,21
2023-03-15-10,19
2023-03-15-11,10
2023-03-15-12,13
2023-03-15-13,10
2023-03-15-14,12
2023-03-15-15,10
2023-03-15-16,21
2023-03-15-17,14
2023-03-15-18,15
2023-03-15-19,24
2023-03-15-20,20
2023-03-15-21,12
2023-03-15-22,12
2023-03-15-23,32
2023-03-16-0,47
2023-03-16-2,16
2023-03-16-3,14
2023-03-16-4,5
2023-03-16-5,8
2023-03-16-6,25
2023-03-16-7,15
2023-03-16-8,14
2023-03-16-9,16
2023-03-16-10,22
2023-03-16-11,15
2023-03-16-12,20
2023-03-16-13,15
2023-03-16-14,15
2023-03-16-15,16
2023-03-16-16,24
2023-03-16-17,19
2023-03-16-18,15
2023-03-16-19,12
2023-03-16-20,11
2023-03-16-21,15
2023-03-16-22,10
2023-03-16-23,11
2023-03-17-0,6
2023-03-17-1,36
2023-03-17-2,42
2023-03-17-3,17
2023-03-17-4,28
2023-03-17-5,40
2023-03-17-6,36
2023-03-17-7,21
2023-03-17-8,17
2023-03-17-9,17
2023-03-17-10,16
2023-03-17-11,20
2023-03-17-12,13
2023-03-17-13,11
2023-03-17-14,15
2023-03-17-15,11
2023-03-17-16,9
2023-03-17-17,12
2023-03-17-18,9
2023-03-17-19,13
2023-03-17-20,13
2023-03-17-21,11
2023-03-17-22,14
2023-03-17-23,18
2023-03-18-0,17
2023-03-18-1,16
2023-03-18-2,14
2023-03-18-3,12
2023-03-18-4,10
2023-03-18-5,11
2023-03-18-6,12
2023-03-18-7,17
2023-03-18-8,17
2023-03-18-9,12
2023-03-18-10,15
2023-03-18-11,9
2023-03-18-12,21
2023-03-18-13,17
2023-03-18-14,13
2023-03-18-15,15
2023-03-18-16,19
2023-03-18-17,12
2023-03-18-18,13
2023-03-18-19,10
2023-03-18-20,11
2023-03-18-21,10
2023-03-18-22,11
2023-03-18-23,12
2023-03-19-0,10
2023-03-19-1,7
2023-03-19-2,9
2023-03-19-3,12
2023-03-19-4,10
2023-03-19-5,12
2023-03-19-6,8
2023-03-19-7,11
2023-03-19-8,12
2023-03-19-9,12
2023-03-19-10,14
2023-03-19-11,10
2023-03-19-12,11
2023-03-19-13,14
2023-03-19-14,11
2023-03-19-15,10
2023-03-19-16,14
2023-03-19-17,15
2023-03-19-18,16
2023-03-19-19,19
2023-03-19-20,12
2023-03-19-21,10
2023-03-19-22,10
2023-03-19-23,12
2023-03-20-0,13
2023-03-20-1,12
2023-03-20-2,28
2023-03-20-3,13
2023-03-20-5,21
2023-03-20-6,32
2023-03-20-7,13
2023-03-20-8,11
2023-03-20-9,25
2023-03-20-10,19
2023-03-20-11,17
2023-03-20-12,10
2023-03-20-13,10
2023-03-20-14,15
2023-03-20-15,12
2023-03-20-16,14
2023-03-20-17,16
2023-03-20-18,13
2023-03-20-19,19
2023-03-20-20,15
2023-03-20-21,16
2023-03-20-22,11
2023-03-20-23,16
2023-03-21-0,12
2023-03-21-1,16
2023-03-21-2,48
2023-03-21-3,34
2023-03-21-5,31
2023-03-21-6,29
2023-03-21-7,14
2023-03-21-8,15
2023-03-21-9,24
2023-03-21-10,15
2023-03-21-11,22
2023-03-21-12,14
2023-03-21-13,10
2023-03-21-14,12
2023-03-21-15,16
2023-03-21-16,14
2023-03-21-17,17
2023-03-21-18,16
2023-03-21-19,14
2023-03-21-20,11
2023-03-21-21,17
2023-03-21-22,19
2023-03-21-23,15
2023-03-22-0,28
2023-03-22-2,7
2023-03-22-4,37
2023-03-22-5,14
2023-03-22-6,32
2023-03-22-7,16
2023-03-22-8,14
2023-03-22-9,12
2023-03-22-10,9
2023-03-22-11,9
2023-03-22-12,10
2023-03-22-13,10
2023-03-22-14,13
2023-03-22-15,16
2023-03-22-16,11
2023-03-22-17,15
2023-03-22-18,14
2023-03-22-19,19
2023-03-22-20,12
2023-03-22-21,11
2023-03-22-22,12
2023-03-22-23,39
2023-03-23-0,10
2023-03-23-1,48
2023-03-23-2,18
2023-03-23-3,52
2023-03-23-4,53
2023-03-23-5,38
2023-03-23-6,23
2023-03-23-7,15
2023-03-23-8,12
2023-03-23-9,12
2023-03-23-10,17
2023-03-23-11,11
2023-03-23-12,20
2023-03-23-13,13
2023-03-23-14,18
2023-03-23-15,15
2023-03-23-16,15
2023-03-23-17,15
2023-03-23-18,15
2023-03-23-19,16
2023-03-23-20,21
2023-03-23-21,11
2023-03-23-22,12
2023-03-23-23,8
2023-03-24-0,15
2023-03-24-1,24
2023-03-24-2,21
2023-03-24-3,12
2023-03-24-4,12
2023-03-24-5,13
2023-03-24-6,30
2023-03-24-7,12
2023-03-24-8,13
2023-03-24-9,15
2023-03-24-10,19
2023-03-24-11,18
2023-03-24-12,14
2023-03-24-13,10
2023-03-24-14,17
2023-03-24-15,10
2023-03-24-16,17
2023-03-24-17,14
2023-03-24-18,15
2023-03-24-19,12
2023-03-24-20,13
2023-03-24-21,11
2023-03-24-22,13
2023-03-24-23,11
2023-03-25-0,5
2023-03-25-1,15
2023-03-25-2,9
2023-03-25-3,15
2023-03-25-4,12
2023-03-25-5,21
2023-03-25-6,19
2023-03-25-7,9
2023-03-25-8,20
2023-03-25-9,19
2023-03-25-10,22
2023-03-25-11,13
2023-03-25-12,10
2023-03-25-13,10
2023-03-25-14,9
2023-03-25-15,10
2023-03-25-16,10
2023-03-25-17,11
2023-03-25-18,13
2023-03-25-19,19
2023-03-25-20,12
2023-03-25-21,10
2023-03-25-22,22
2023-03-25-23,11
2023-03-26-0,9
2023-03-26-1,11
2023-03-26-2,9
2023-03-26-3,42
2023-03-26-4,10
2023-03-26-5,30
2023-03-26-6,7
2023-03-26-7,13
2023-03-26-8,13
2023-03-26-9,15
2023-03-26-10,17
2023-03-26-11,10
2023-03-26-12,12
2023-03-26-13,12
2023-03-26-14,12
2023-03-26-15,12
2023-03-26-16,16
2023-03-26-17,20
2023-03-26-18,15
2023-03-26-19,11
2023-03-26-20,12
2023-03-26-21,7
2023-03-26-22,20
2023-03-26-23,10
2023-03-27-0,13
2023-03-27-1,11
2023-03-27-2,10
2023-03-27-3,19
2023-03-27-4,26
2023-03-27-6,31
2023-03-27-7,17
2023-03-27-8,17
2023-03-27-9,23
2023-03-27-10,22
2023-03-27-11,12
2023-03-27-12,11
2023-03-27-13,10
2023-03-27-14,14
2023-03-27-15,15
2023-03-27-16,12
2023-03-27-17,16
2023-03-27-18,15
2023-03-27-19,11
2023-03-27-20,12
2023-03-27-21,14
2023-03-27-22,16
2023-03-27-23,13
2023-03-28-0,11
2023-03-28-1,5
2023-03-28-2,4
2023-03-28-3,7
2023-03-28-4,5
2023-03-28-5,20
2023-03-28-6,12
2023-03-28-7,18
2023-03-28-8,10
2023-03-28-9,11
2023-03-28-10,10
2023-03-28-11,10
2023-03-28-12,11
2023-03-28-13,10
2023-03-28-14,14
2023-03-28-15,13
2023-03-28-16,9
2023-03-28-17,15
2023-03-28-18,17
2023-03-28-19,11
2023-03-28-20,10
2023-03-28-21,12
2023-03-28-22,13
2023-03-28-23,10
2023-03-29-0,13
2023-03-29-1,53
2023-03-29-2,14
2023-03-29-4,23
2023-03-29-5,12
2023-03-29-6,12
2023-03-29-7,21
2023-03-29-8,15
2023-03-29-9,10
2023-03-29-10,17
2023-03-29-11,12
2023-03-29-12,10
2023-03-29-13,9
2023-03-29-14,11
2023-03-29-15,19
2023-03-29-16,12
2023-03-29-17,17
2023-03-29-18,16
2023-03-29-19,11
2023-03-29-20,10
2023-03-29-21,12
2023-03-29-22,18
2023-03-29-23,11
2023-03-30-1,4
2023-03-30-2,13
2023-03-30-3,16
2023-03-30-4,4
2023-03-30-5,35
2023-03-30-6,41
2023-03-30-7,15
2023-03-30-8,11
2023-03-30-9,11
2023-03-30-10,14
2023-03-30-11,19
2023-03-30-12,11
2023-03-30-13,10
2023-03-30-14,13
2023-03-30-15,16
2023-03-30-16,13
2023-03-30-17,18
2023-03-30-18,15
2023-03-30-19,14
2023-03-30-20,14
2023-03-30-21,11
2023-03-30-22,17
2023-03-30-23,29
2023-03-31-0,17
2023-03-31-1,14
2023-03-31-2,20
2023-03-31-3,38
2023-03-31-4,17
2023-03-31-5,30
2023-03-31-6,14
2023-03-31-7,11
2023-03-31-8,12
2023-03-31-9,15
2023-03-31-10,11
2023-03-31-11,12
2023-03-31-12,11
2023-03-31-13,11
2023-03-31-14,20
2023-03-31-15,13
2023-03-31-16,13
2023-03-31-17,14
2023-03-31-18,17
2023-03-31-19,20
2023-03-31-20,18
2023-03-31-21,10
2023-03-31-22,14
2023-03-31-23,11
2023-04-01-0,21
2023-04-01-1,31
2023-04-01-2,40
2023-04-01-3,55
2023-04-01-4,53
2023-04-01-5,8
2023-04-01-6,9
2023-04-01-7,14
2023-04-01-8,13
2023-04-01-9,14
2023-04-01-10,11
2023-04-01-11,12
2023-04-01-12,11
2023-04-01-13,10
2023-04-01-14,10
2023-04-01-15,10
2023-04-01-16,11
2023-04-01-17,10
2023-04-01-18,11
2023-04-01-19,15
2023-04-01-20,9
2023-04-01-21,12
2023-04-01-22,13
2023-04-01-23,13
2023-04-02-0,14
2023-04-02-1,31
2023-04-02-2,42
2023-04-02-3,12
2023-04-02-4,40
2023-04-02-5,13
2023-04-02-6,9
2023-04-02-7,13
2023-04-02-8,14
2023-04-02-9,12
2023-04-02-10,11
2023-04-02-11,11
2023-04-02-12,12
2023-04-02-13,10
2023-04-02-14,12
2023-04-02-15,10
2023-04-02-16,10
2023-04-02-17,12
2023-04-02-18,16
2023-04-02-19,14
2023-04-02-20,12
2023-04-02-21,13
2023-04-02-22,11
2023-04-02-23,16
2023-04-03-0,44
2023-04-03-1,30
2023-04-03-2,21
2023-04-03-6,31
2023-04-03-7,14
2023-04-03-8,14
2023-04-03-9,12
2023-04-03-10,13
2023-04-03-11,12
2023-04-03-12,10
2023-04-03-13,13
2023-04-03-14,11
2023-04-03-15,11
2023-04-03-16,11
2023-04-03-17,14
2023-04-03-18,15
2023-04-03-19,11
2023-04-03-20,12
2023-04-03-21,10
2023-04-03-22,17
2023-04-03-23,9
2023-04-04-0,45
2023-04-04-1,15
2023-04-04-2,7
2023-04-04-3,19
2023-04-04-4,19
2023-04-04-5,10
2023-04-04-6,13
2023-04-04-7,18
2023-04-04-8,11
2023-04-04-9,22
2023-04-04-10,11
2023-04-04-11,10
2023-04-04-12,11
2023-04-04-13,9
2023-04-04-14,9
2023-04-04-15,11
2023-04-04-16,10
2023-04-04-17,16
2023-04-04-18,13
2023-04-04-19,11
2023-04-04-20,13
2023-04-04-21,31
2023-04-04-22,11
2023-04-04-23,12
2023-04-05-0,47
2023-04-05-1,43
2023-04-05-2,7
2023-04-05-3,23
2023-04-05-4,44
2023-04-05-5,17
2023-04-05-6,25
2023-04-05-7,16
2023-04-05-8,15
2023-04-05-9,13
2023-04-05-10,11
2023-04-05-11,16
2023-04-05-12,10
2023-04-05-13,12
2023-04-05-14,14
2023-04-05-15,16
2023-04-05-16,12
2023-04-05-17,18
2023-04-05-18,15
2023-04-05-19,20
2023-04-05-20,19
2023-04-05-21,11
2023-04-05-22,9
2023-04-05-23,25
2023-04-06-0,27
2023-04-06-1,27
2023-04-06-2,14
2023-04-06-3,31
2023-04-06-4,5
2023-04-06-5,36
2023-04-06-6,41
2023-04-06-7,20
2023-04-06-8,12
2023-04-06-9,20
2023-04-06-10,16
2023-04-06-11,16
2023-04-06-12,13
2023-04-06-13,21
2023-04-06-14,14
2023-04-06-15,13
2023-04-06-16,18
2023-04-06-17,19
2023-04-06-18,16
2023-04-06-19,14
2023-04-06-20,24
2023-04-06-21,19
2023-04-06-22,17
2023-04-06-23,8
2023-04-07-0,8
2023-04-07-1,42
2023-04-07-2,45
2023-04-07-3,28
2023-04-07-4,27
2023-04-07-5,12
2023-04-07-6,10
2023-04-07-7,11
2023-04-07-8,44
2023-04-07-9,29
2023-04-07-10,17
2023-04-07-11,11
2023-04-07-12,17
2023-04-07-13,9
2023-04-07-14,11
2023-04-07-15,21
2023-04-07-16,26
2023-04-07-17,19
2023-04-07-18,13
2023-04-07-19,11
2023-04-07-20,10
2023-04-07-21,12
2023-04-07-22,13
2023-04-07-23,12
2023-04-08-0,9
2023-04-08-1,32
2023-04-08-2,11
2023-04-08-3,12
2023-04-08-4,47
2023-04-08-5,43
2023-04-08-6,16
2023-04-08-7,11
2023-04-08-8,10
2023-04-08-9,13
2023-04-08-10,10
2023-04-08-11,10
2023-04-08-12,9
2023-04-08-13,8
2023-04-08-14,10
2023-04-08-15,11
2023-04-08-16,10
2023-04-08-17,12
2023-04-08-18,11
2023-04-08-19,9
2023-04-08-20,11
2023-04-08-21,10
2023-04-08-22,10
2023-04-08-23,26
2023-04-09-0,11
2023-04-09-1,25
2023-04-09-2,31
2023-04-09-3,25
2023-04-09-4,27
2023-04-09-5,10
2023-04-09-6,18
2023-04-09-7,11
2023-04-09-8,12
2023-04-09-9,14
2023-04-09-10,14
2023-04-09-11,17
2023-04-09-12,11
2023-04-09-13,12
2023-04-09-14,14
2023-04-09-15,18
2023-04-09-16,13
2023-04-09-17,11
2023-04-09-18,13
2023-04-09-19,15
2023-04-09-20,18
2023-04-09-21,11
2023-04-09-22,14
2023-04-09-23,11
2023-04-10-0,26
2023-04-10-1,6
2023-04-10-2,9
2023-04-10-4,15
2023-04-10-5,13
2023-04-10-6,23
2023-04-10-7,14
2023-04-10-8,11
2023-04-10-9,14
2023-04-10-10,13
2023-04-10-11,21
2023-04-10-12,18
2023-04-10-13,16
2023-04-10-14,18
2023-04-10-15,13
2023-04-10-16,17
2023-04-10-17,17
2023-04-10-18,14
2023-04-10-19,10
2023-04-10-20,12
2023-04-10-21,12
2023-04-10-22,20
2023-04-10-23,37
2023-04-11-0,16
2023-04-11-1,13
2023-04-11-2,23
2023-04-11-3,65
2023-04-11-4,24
2023-04-11-5,7
2023-04-11-6,37
2023-04-11-7,13
2023-04-11-8,20
2023-04-11-9,19
2023-04-11-10,30
2023-04-11-11,9
2023-04-11-12,12
2023-04-11-13,10
2023-04-11-14,16
2023-04-11-15,13
2023-04-11-16,13
2023-04-11-17,13
2023-04-11-18,15
2023-04-11-19,16
2023-04-11-20,10
2023-04-11-21,9
2023-04-11-22,12
2023-04-11-23,17
2023-04-12-0,9
2023-04-12-1,15
2023-04-12-2,23
2023-04-12-3,23
2023-04-12-4,8
2023-04-12-5,17
2023-04-12-6,34
2023-04-12-7,18
2023-04-12-8,10
2023-04-12-9,25
2023-04-12-10,12
2023-04-12-11,9
2023-04-12-12,21
2023-04-12-13,11
2023-04-12-14,16
2023-04-12-15,16
2023-04-12-16,15
2023-04-12-17,11
2023-04-12-18,15
2023-04-12-19,17
2023-04-12-20,19
2023-04-12-21,12
2023-04-12-22,10
2023-04-12-23,11
2023-04-13-0,7
2023-04-13-1,50
2023-04-13-2,61
2023-04-13-4,48
2023-04-13-5,36
2023-04-13-6,31
2023-04-13-7,20
2023-04-13-8,16
2023-04-13-9,18
2023-04-13-10,15
2023-04-13-11,16
2023-04-13-12,12
2023-04-13-13,11
2023-04-13-14,18
2023-04-13-15,16
2023-04-13-16,16
2023-04-13-17,11
2023-04-13-18,13
2023-04-13-19,13
2023-04-13-20,13
2023-04-13-21,22
2023-04-13-22,11
2023-04-13-23,16
2023-04-14-0,32
2023-04-14-1,36
2023-04-14-2,2
2023-04-14-3,9
2023-04-14-4,11
2023-04-14-5,45
2023-04-14-6,39
2023-04-14-7,18
2023-04-14-8,21
2023-04-14-9,20
2023-04-14-10,21
2023-04-14-11,18
2023-04-14-12,9
2023-04-14-13,14
2023-04-14-14,20
2023-04-14-15,12
2023-04-14-16,16
2023-04-14-17,16
2023-04-14-18,17
2023-04-14-19,25
2023-04-14-20,30
2023-04-14-21,11
2023-04-14-22,11
2023-04-14-23,15
2023-04-15-0,12
2023-04-15-1,36
2023-04-15-2,21
2023-04-15-3,17
2023-04-15-4,11
2023-04-15-5,12
2023-04-15-6,15
2023-04-15-7,13
2023-04-15-8,12
2023-04-15-9,11
2023-04-15-10,11
2023-04-15-11,11
2023-04-15-12,15
2023-04-15-13,12
2023-04-15-14,14
2023-04-15-15,14
2023-04-15-16,11
2023-04-15-17,12
2023-04-15-18,11
2023-04-15-19,9
2023-04-15-20,10
2023-04-15-21,11
2023-04-15-22,11
2023-04-15-23,14
2023-04-16-0,11
2023-04-16-1,13
2023-04-16-2,13
2023-04-16-3,38
2023-04-16-4,11
2023-04-16-5,21
2023-04-16-6,14
2023-04-16-7,12
2023-04-16-8,12
2023-04-16-9,18
2023-04-16-10,11
2023-04-16-11,11
2023-04-16-12,11
2023-04-16-13,14
2023-04-16-14,14
2023-04-16-15,10
2023-04-16-16,11
2023-04-16-17,13
2023-04-16-18,11
2023-04-16-19,11
2023-04-16-20,12
2023-04-16-21,11
2023-04-16-22,12
2023-04-16-23,12
2023-04-17-0,12
2023-04-17-1,35
2023-04-17-2,54
2023-04-17-3,59
2023-04-17-5,48
2023-04-17-6,28
2023-04-17-7,15
2023-04-17-8,13
2023-04-17-9,15
2023-04-17-10,10
2023-04-17-11,11
2023-04-17-12,12
2023-04-17-13,11
2023-04-17-14,21
2023-04-17-15,15
2023-04-17-16,16
2023-04-17-17,16
2023-04-17-18,16
2023-04-17-19,19
2023-04-17-20,11
2023-04-17-21,24
2023-04-17-22,17
2023-04-17-23,33
2023-04-18-0,13
2023-04-18-1,39
2023-04-18-3,11
2023-04-18-4,57
2023-04-18-5,25
2023-04-18-6,30
2023-04-18-7,16
2023-04-18-8,18
2023-04-18-9,11
2023-04-18-10,19
2023-04-18-11,15
2023-04-18-12,10
2023-04-18-13,10
2023-04-18-14,12
