x,y,speedKMH,hour
-48.6817,-26.9009,12.66,20
-48.6826,-26.9004,11.88,20
-48.6821,-26.9002,11.88,20
-48.6826,-26.9,11.88,20
-48.6826,-26.9008,12.27,20
-48.6821,-26.9006,12.27,20
-48.6808,-26.9009,12.66,20
-48.68,-26.901,12.66,20
-48.6804,-26.9007,12.66,20
-48.6813,-26.9007,12.66,20
-48.6826,-26.9021,11.88,20
-48.6826,-26.9012,11.88,20
-48.6826,-26.9017,11.88,20
-48.6939,-26.8984,12.65,20
-48.6939,-26.8988,12.65,20
-48.6773,-26.8999,14.65,20
-48.6773,-26.8995,14.65,20
-48.6773,-26.9003,14.65,20
-48.6778,-26.9001,14.65,20
-48.6791,-26.901,12.66,20
-48.6795,-26.9008,12.66,20
-48.6787,-26.9009,12.66,20
-48.6791,-26.9006,12.66,20
-48.6782,-26.9007,12.66,20
-48.6773,-26.9007,14.65,20
-48.6778,-26.9005,14.65,20
-48.676,-26.8985,14.65,20
-48.6755,-26.8983,14.65,20
-48.6751,-26.8977,14.65,20
-48.6746,-26.8976,14.65,20
-48.6751,-26.8982,14.65,20
-48.6755,-26.8979,14.65,20
-48.6764,-26.8987,14.65,20
-48.6769,-26.8993,14.65,20
-48.6764,-26.8991,14.65,20
-48.6821,-26.8985,11.88,20
-48.6821,-26.8994,11.88,20
-48.6825,-26.8991,11.88,20
-48.6821,-26.899,11.88,20
-48.6821,-26.8998,11.88,20
-48.6825,-26.8996,11.88,20
-48.6911,-26.9076,3.48,20
-48.692,-26.9075,3.48,20
-48.6924,-26.9073,3.48,20
-48.6916,-26.9074,3.48,20
-48.6907,-26.9074,3.48,20
-48.6916,-26.9095,3.98,20
-48.6889,-26.9059,4.82,20
-48.6893,-26.906,4.82,20
-48.6921,-26.9096,3.98,20
-48.6912,-26.9097,3.98,20
-48.6908,-26.9095,3.98,20
-48.694,-26.903,12.65,20
-48.6936,-26.9024,12.65,20
-48.694,-26.9022,12.65,20
-48.6936,-26.902,12.65,20
-48.6936,-26.9028,12.65,20
-48.694,-26.9026,12.65,20
-48.6939,-26.9005,12.65,20
