x,y,speedKMH,hour
-48.7502,-26.9494,8.94,13
-48.7507,-26.95,8.94,13
-48.7502,-26.9499,8.94,13
-48.7498,-26.9493,8.94,13
-48.7493,-26.9491,8.94,13
-48.7498,-26.9488,8.94,13
-48.7511,-26.9506,8.94,13
-48.7507,-26.9505,8.94,13
-48.7512,-26.9511,8.94,13
-48.7516,-26.9516,8.94,13
-48.7516,-26.9512,8.94,13
-48.6823,-26.9056,10.33,13
-48.6819,-26.9055,10.33,13
-48.681,-26.9055,10.33,13
-48.6806,-26.9053,10.33,13
-48.6943,-26.8986,15.56,13
-48.6943,-26.8982,15.56,13
-48.6943,-26.899,15.56,13
-48.6747,-26.9013,1.72,13
-48.6743,-26.9011,1.72,13
-48.673,-26.9002,1.72,13
-48.6729,-26.8998,1.72,13
-48.6738,-26.9005,1.72,13
-48.6734,-26.9004,1.72,13
-48.6739,-26.9009,1.72,13
-48.6743,-26.9007,1.72,13
-48.6764,-26.8983,11.33,13
-48.6768,-26.898,11.33,13
-48.6742,-26.899,5.67,13
-48.6738,-26.8989,5.67,13
-48.676,-26.9002,5.67,13
-48.6756,-26.9,5.67,13
-48.6747,-26.8996,5.67,13
-48.6751,-26.8994,5.67,13
-48.6747,-26.8992,5.67,13
-48.6751,-26.8998,5.67,13
-48.6709,-26.903,7.72,13
-48.6713,-26.9036,7.72,13
-48.6709,-26.9034,7.72,13
-48.6713,-26.904,7.72,13
-48.6718,-26.9046,7.72,13
-48.6714,-26.9045,7.72,13
-48.6816,-26.8979,11.33,13
-48.682,-26.8977,11.33,13
-48.6807,-26.898,11.33,13
-48.6799,-26.8981,11.33,13
-48.6803,-26.8978,11.33,13
-48.6812,-26.8978,11.33,13
-48.679,-26.8981,11.33,13
-48.6794,-26.8979,11.33,13
-48.6786,-26.8979,11.33,13
-48.6777,-26.898,11.33,13
-48.6781,-26.8982,11.33,13
-48.6773,-26.8982,11.33,13
-48.6881,-26.9097,8.26,13
-48.6886,-26.9094,8.26,13
-48.6877,-26.9095,8.26,13
-48.6868,-26.9095,8.26,13
-48.6873,-26.9097,8.26,13
-48.6864,-26.9098,8.26,13
-48.6899,-26.9096,8.26,13
-48.689,-26.9096,8.26,13
-48.6894,-26.9094,8.26,13
-48.6907,-26.907,4.23,13
-48.6902,-26.9072,4.23,13
-48.6916,-26.9095,8.52,13
-48.6859,-26.9096,8.26,13
-48.6894,-26.9073,4.23,13
-48.6898,-26.9071,4.23,13
-48.6889,-26.9071,4.23,13
-48.6921,-26.9096,8.52,13
-48.6912,-26.9097,8.52,13
-48.6903,-26.9097,8.26,13
-48.6908,-26.9095,8.39,13
-48.694,-26.9034,10.66,13
-48.6945,-26.9032,15.56,13
-48.6936,-26.9033,10.66,13
