filename,mean_speedKMH
2021-05-08-18,14
2021-05-08-19,12
2021-05-08-20,13
2021-05-08-21,16
2021-05-08-22,12
2021-05-08-23,12
2021-05-09-0,14
2021-05-09-1,15
2021-05-09-2,15
2021-05-09-3,23
2021-05-09-4,18
2021-05-09-5,15
2021-05-09-6,27
2021-05-09-7,11
2021-05-09-8,12
2021-05-09-9,12
2021-05-09-10,13
2021-05-09-11,12
2021-05-09-12,12
2021-05-09-13,13
2021-05-09-14,13
2021-05-09-15,12
2021-05-09-16,17
2021-05-09-17,20
2021-05-09-18,17
2021-05-09-19,18
2021-05-09-20,16
2021-05-09-21,13
2021-05-09-22,13
2021-05-09-23,30
2021-05-10-0,44
2021-05-10-1,18
2021-05-10-2,23
2021-05-10-3,14
2021-05-10-4,44
2021-05-10-5,52
2021-05-10-6,26
2021-05-10-7,20
2021-05-10-8,16
2021-05-10-9,16
2021-05-10-10,20
2021-05-10-11,16
2021-05-10-12,13
2021-05-10-13,10
2021-05-10-14,23
2021-05-10-15,12
2021-05-10-16,12
2021-05-10-17,16
2021-05-10-18,14
2021-05-10-19,13
2021-05-10-20,13
2021-05-10-21,26
2021-05-10-22,12
2021-05-10-23,40
2021-05-11-0,33
2021-05-11-1,54
2021-05-11-2,56
2021-05-11-3,53
2021-05-11-4,37
2021-05-11-5,27
2021-05-11-6,39
2021-05-11-7,13
2021-05-11-8,13
2021-05-11-9,13
2021-05-11-10,14
2021-05-11-11,14
2021-05-11-12,11
2021-05-11-13,11
2021-05-11-14,14
2021-05-11-15,14
2021-05-11-16,15
2021-05-11-17,17
2021-05-11-18,15
2021-05-11-19,14
2021-05-11-20,21
2021-05-11-21,13
2021-05-11-22,25
2021-05-11-23,34
2021-05-12-0,15
2021-05-12-1,8
2021-05-12-2,23
2021-05-12-3,65
2021-05-12-5,51
2021-05-12-6,28
2021-05-12-7,16
2021-05-12-8,14
2021-05-12-9,17
2021-05-12-10,15
2021-05-12-11,10
2021-05-12-12,12
2021-05-12-13,11
2021-05-12-14,17
2021-05-12-15,13
2021-05-12-16,18
2021-05-12-17,14
2021-05-12-18,14
2021-05-12-19,14
2021-05-12-20,13
2021-05-12-21,15
2021-05-12-22,15
2021-05-12-23,13
2021-05-13-0,14
2021-05-13-1,17
2021-05-13-2,25
2021-05-13-3,25
2021-05-13-4,18
2021-05-13-5,17
2021-05-13-6,13
2021-05-13-7,17
2021-05-13-8,13
2021-05-13-9,18
2021-05-13-10,18
2021-05-13-11,13
2021-05-13-12,12
2021-05-13-13,11
2021-05-13-14,16
2021-05-13-15,15
2021-05-13-16,15
2021-05-13-17,12
2021-05-13-18,16
2021-05-13-19,17
2021-05-13-20,12
2021-05-13-21,11
2021-05-13-22,13
2021-05-13-23,13
2021-05-14-0,10
2021-05-14-1,7
2021-05-14-3,51
2021-05-14-4,33
2021-05-14-5,55
2021-05-14-6,13
2021-05-14-7,19
2021-05-14-8,13
2021-05-14-9,12
2021-05-14-10,15
2021-05-14-11,13
2021-05-14-12,16
2021-05-14-13,16
2021-05-14-14,15
2021-05-14-15,15
2021-05-14-16,16
2021-05-14-17,15
2021-05-14-18,16
2021-05-14-19,13
2021-05-14-20,18
2021-05-14-21,13
2021-05-14-22,11
2021-05-14-23,12
2021-05-15-0,21
2021-05-15-1,44
2021-05-15-2,8
2021-05-15-4,38
2021-05-15-5,8
2021-05-15-6,25
2021-05-15-7,15
2021-05-15-8,17
2021-05-15-9,12
2021-05-15-10,14
2021-05-15-11,12
2021-05-15-12,12
2021-05-15-13,12
2021-05-15-14,11
2021-05-15-15,11
2021-05-15-16,13
2021-05-15-17,12
2021-05-15-18,11
2021-05-15-19,12
2021-05-15-20,13
2021-05-15-21,12
2021-05-15-22,13
2021-05-15-23,12
2021-05-16-0,13
2021-05-16-1,11
2021-05-16-2,10
2021-05-16-3,7
2021-05-16-4,34
2021-05-16-6,7
2021-05-16-7,15
2021-05-16-8,12
2021-05-16-9,13
2021-05-16-10,12
2021-05-16-11,13
2021-05-16-12,13
2021-05-16-13,15
2021-05-16-14,14
2021-05-16-15,14
2021-05-16-16,17
2021-05-16-17,16
2021-05-16-18,22
2021-05-16-19,21
2021-05-16-20,16
2021-05-16-21,13
2021-05-16-22,14
2021-05-16-23,13
2021-05-17-0,10
2021-05-17-1,39
2021-05-17-2,16
2021-05-17-3,34
2021-05-17-4,50
2021-05-17-5,31
2021-05-17-6,40
2021-05-17-7,19
2021-05-17-8,13
2021-05-17-9,16
2021-05-17-10,13
2021-05-17-11,13
2021-05-17-12,12
2021-05-17-13,12
2021-05-17-14,12
2021-05-17-15,12
2021-05-17-16,20
2021-05-17-17,16
2021-05-17-18,13
2021-05-17-19,15
2021-05-17-20,13
2021-05-17-21,13
2021-05-17-22,13
2021-05-17-23,13
2021-05-18-0,29
2021-05-18-1,4
2021-05-18-2,10
2021-05-18-3,53
2021-05-18-5,57
2021-05-18-6,34
2021-05-18-7,22
2021-05-18-8,18
2021-05-18-9,18
2021-05-18-10,17
2021-05-18-11,12
2021-05-18-12,12
2021-05-18-13,11
2021-05-18-14,15
2021-05-18-15,17
2021-05-18-16,16
2021-05-18-17,13
2021-05-18-18,15
2021-05-18-19,14
2021-05-18-20,13
2021-05-18-21,12
2021-05-18-22,15
2021-05-18-23,18
2021-05-19-0,27
2021-05-19-1,8
2021-05-19-3,5
2021-05-19-4,43
2021-05-19-5,41
2021-05-19-6,15
2021-05-19-7,15
2021-05-19-8,16
2021-05-19-9,12
2021-05-19-10,14
2021-05-19-11,13
2021-05-19-12,11
2021-05-19-13,13
2021-05-19-14,15
2021-05-19-15,14
2021-05-19-16,10
2021-05-19-17,16
2021-05-19-18,14
2021-05-19-19,14
2021-05-19-20,14
2021-05-19-21,13
2021-05-19-22,14
2021-05-19-23,15
2021-05-20-0,13
2021-05-20-1,46
2021-05-20-2,55
2021-05-20-3,45
2021-05-20-4,33
2021-05-20-5,12
2021-05-20-6,12
2021-05-20-7,19
2021-05-20-8,15
2021-05-20-9,18
2021-05-20-10,12
2021-05-20-11,15
2021-05-20-12,10
2021-05-20-13,11
2021-05-20-14,12
2021-05-20-15,19
2021-05-20-16,23
2021-05-20-17,15
2021-05-20-18,13
2021-05-20-19,16
2021-05-20-20,12
2021-05-20-21,13
2021-05-20-22,16
2021-05-20-23,14
2021-05-21-0,16
2021-05-21-1,21
2021-05-21-3,9
2021-05-21-4,24
2021-05-21-5,5
2021-05-21-6,13
2021-05-21-7,20
2021-05-21-8,14
2021-05-21-9,14
2021-05-21-10,12
2021-05-21-11,13
2021-05-21-12,12
2021-05-21-13,11
2021-05-21-14,16
2021-05-21-15,11
2021-05-21-16,19
2021-05-21-17,17
2021-05-21-18,17
2021-05-21-19,19
2021-05-21-20,20
2021-05-21-21,13
2021-05-21-22,13
2021-05-21-23,15
2021-05-22-0,10
2021-05-22-1,9
2021-05-22-2,22
2021-05-22-3,26
2021-05-22-4,10
2021-05-22-5,41
2021-05-22-7,13
2021-05-22-8,13
2021-05-22-9,13
2021-05-22-10,11
2021-05-22-11,15
2021-05-22-12,11
2021-05-22-13,13
2021-05-22-14,13
2021-05-22-15,15
2021-05-22-16,12
2021-05-22-17,12
2021-05-22-18,14
2021-05-22-19,15
2021-05-22-20,14
2021-05-22-21,13
2021-05-22-22,13
2021-05-22-23,12
2021-05-23-0,12
2021-05-23-1,12
2021-05-23-2,12
2021-05-23-3,11
2021-05-23-4,9
2021-05-23-5,10
2021-05-23-6,17
2021-05-23-7,16
2021-05-23-8,16
2021-05-23-9,14
2021-05-23-10,13
2021-05-23-11,14
2021-05-23-12,12
2021-05-23-13,13
2021-05-23-14,13
2021-05-23-15,17
2021-05-23-16,14
2021-05-23-17,14
2021-05-23-18,13
2021-05-23-19,13
2021-05-23-20,15
2021-05-23-21,12
2021-05-23-22,12
2021-05-23-23,12
2021-05-24-0,20
2021-05-24-1,18
2021-05-24-2,13
2021-05-24-4,17
2021-05-24-6,16
2021-05-24-7,19
2021-05-24-8,16
2021-05-24-9,14
2021-05-24-10,11
2021-05-24-11,12
2021-05-24-12,18
2021-05-24-13,11
2021-05-24-14,12
2021-05-24-15,13
2021-05-24-16,15
2021-05-24-17,17
2021-05-24-18,18
2021-05-24-19,17
2021-05-24-20,14
2021-05-24-21,13
2021-05-24-22,14
2021-05-24-23,20
2021-05-25-0,17
2021-05-25-1,22
2021-05-25-2,22
2021-05-25-3,58
2021-05-25-5,21
2021-05-25-6,14
2021-05-25-7,18
2021-05-25-8,15
2021-05-25-9,12
2021-05-25-10,13
2021-05-25-11,19
2021-05-25-12,13
2021-05-25-13,12
2021-05-25-14,15
2021-05-25-15,12
2021-05-25-16,16
2021-05-25-17,16
2021-05-25-18,12
2021-05-25-19,13
2021-05-25-20,14
2021-05-25-21,16
2021-05-25-22,25
2021-05-25-23,44
2021-05-26-0,36
2021-05-26-1,48
2021-05-26-2,47
2021-05-26-3,39
2021-05-26-4,62
2021-05-26-5,25
2021-05-26-6,29
2021-05-26-7,18
2021-05-26-8,16
2021-05-26-9,12
2021-05-26-10,11
2021-05-26-11,13
2021-05-26-12,12
2021-05-26-13,10
2021-05-26-14,15
2021-05-26-15,15
2021-05-26-16,14
2021-05-26-17,14
2021-05-26-18,14
2021-05-26-19,12
2021-05-26-20,16
2021-05-26-21,13
2021-05-26-22,16
2021-05-26-23,29
2021-05-27-0,49
2021-05-27-1,57
2021-05-27-2,55
2021-05-27-3,55
2021-05-27-4,52
2021-05-27-5,54
2021-05-27-6,30
2021-05-27-7,17
2021-05-27-8,13
2021-05-27-9,14
2021-05-27-10,19
2021-05-27-11,12
2021-05-27-12,11
2021-05-27-13,12
2021-05-27-14,12
2021-05-27-15,20
2021-05-27-16,13
2021-05-27-17,17
2021-05-27-18,13
2021-05-27-19,18
2021-05-27-20,12
2021-05-27-21,10
2021-05-27-22,14
2021-05-27-23,17
2021-05-28-0,12
2021-05-28-1,16
2021-05-28-3,23
2021-05-28-4,15
2021-05-28-6,19
2021-05-28-7,19
2021-05-28-8,16
2021-05-28-9,16
2021-05-28-10,17
2021-05-28-11,23
2021-05-28-12,12
2021-05-28-13,11
2021-05-28-14,20
2021-05-28-15,12
2021-05-28-16,12
2021-05-28-17,12
2021-05-28-18,15
2021-05-28-19,16
2021-05-28-20,15
2021-05-28-21,12
2021-05-28-22,12
2021-05-28-23,13
2021-05-29-0,15
2021-05-29-1,16
2021-05-29-2,8
2021-05-29-3,6
2021-05-29-4,41
2021-05-29-5,28
2021-05-29-6,16
2021-05-29-7,13
2021-05-29-8,13
2021-05-29-9,27
2021-05-29-10,16
2021-05-29-11,14
2021-05-29-12,11
2021-05-29-13,14
2021-05-29-14,13
2021-05-29-15,13
2021-05-29-16,11
2021-05-29-17,12
2021-05-29-18,12
2021-05-29-19,13
2021-05-29-20,13
2021-05-29-21,21
2021-05-29-22,12
2021-05-29-23,12
2021-05-30-0,22
2021-05-30-1,13
2021-05-30-2,16
2021-05-30-3,9
2021-05-30-4,52
2021-05-30-5,57
2021-05-30-7,11
2021-05-30-8,18
2021-05-30-9,15
2021-05-30-10,17
2021-05-30-11,17
2021-05-30-12,13
2021-05-30-13,14
2021-05-30-14,14
2021-05-30-15,19
2021-05-30-16,14
2021-05-30-17,17
2021-05-30-18,13
2021-05-30-19,11
2021-05-30-20,16
2021-05-30-21,12
2021-05-30-22,13
2021-05-30-23,11
2021-05-31-0,13
2021-05-31-1,35
2021-05-31-2,35
2021-05-31-3,16
2021-05-31-4,36
2021-05-31-5,48
2021-05-31-6,12
2021-05-31-7,18
2021-05-31-8,15
2021-05-31-9,13
2021-05-31-10,15
2021-05-31-11,13
2021-05-31-12,11
2021-05-31-13,12
2021-05-31-14,13
2021-05-31-15,14
2021-05-31-16,14
2021-05-31-17,17
2021-05-31-18,14
2021-05-31-19,12
2021-05-31-20,12
2021-05-31-21,19
2021-05-31-22,16
2021-05-31-23,14
2021-06-01-0,18
2021-06-01-1,18
2021-06-01-2,7
2021-06-01-3,50
2021-06-01-4,48
2021-06-01-5,22
2021-06-01-6,12
2021-06-01-7,19
2021-06-01-8,12
2021-06-01-9,18
2021-06-01-10,14
2021-06-01-11,11
2021-06-01-12,14
2021-06-01-13,12
2021-06-01-14,12
2021-06-01-15,17
2021-06-01-16,15
2021-06-01-17,13
2021-06-01-18,13
2021-06-01-19,17
2021-06-01-20,13
2021-06-01-21,14
2021-06-01-22,14
2021-06-01-23,14
2021-06-02-0,13
2021-06-02-1,18
2021-06-02-2,28
2021-06-02-6,16
2021-06-02-7,18
2021-06-02-8,13
2021-06-02-9,13
2021-06-02-10,12
2021-06-02-11,14
2021-06-02-12,12
2021-06-02-13,12
2021-06-02-14,13
2021-06-02-15,20
2021-06-02-16,16
2021-06-02-17,15
2021-06-02-18,11
2021-06-02-19,17
2021-06-02-20,21
2021-06-02-21,17
2021-06-02-22,12
2021-06-02-23,18
2021-06-03-0,14
2021-06-03-1,34
2021-06-03-2,7
2021-06-03-3,45
2021-06-03-4,12
2021-06-03-5,8
2021-06-03-6,13
2021-06-03-7,14
2021-06-03-8,18
2021-06-03-9,13
2021-06-03-10,18
2021-06-03-11,13
2021-06-03-12,17
2021-06-03-13,22
2021-06-03-14,23
2021-06-03-15,20
2021-06-03-16,14
2021-06-03-17,13
2021-06-03-18,13
2021-06-03-19,13
2021-06-03-20,13
2021-06-03-21,14
2021-06-03-22,15
2021-06-03-23,13
2021-06-04-0,12
2021-06-04-1,13
2021-06-04-2,14
2021-06-04-3,43
2021-06-04-4,7
2021-06-04-5,16
2021-06-04-6,15
2021-06-04-7,13
2021-06-04-8,14
2021-06-04-9,16
2021-06-04-10,12
2021-06-04-11,15
2021-06-04-12,12
2021-06-04-13,12
2021-06-04-14,17
2021-06-04-15,17
2021-06-04-16,12
2021-06-04-17,15
2021-06-04-18,13
2021-06-04-19,18
2021-06-04-20,18
2021-06-04-21,16
2021-06-04-22,14
2021-06-04-23,14
2021-06-05-0,12
2021-06-05-1,36
2021-06-05-2,10
2021-06-05-3,12
2021-06-05-4,13
2021-06-05-6,10
2021-06-05-7,13
2021-06-05-8,12
2021-06-05-9,15
2021-06-05-10,12
2021-06-05-11,12
2021-06-05-12,13
2021-06-05-13,14
2021-06-05-14,14
2021-06-05-15,17
2021-06-05-16,15
2021-06-05-17,14
2021-06-05-18,13
2021-06-05-19,12
2021-06-05-20,15
2021-06-05-21,12
2021-06-05-22,19
2021-06-05-23,12
2021-06-06-0,13
2021-06-06-1,9
2021-06-06-2,14
2021-06-06-3,31
2021-06-06-4,30
2021-06-06-5,5
2021-06-06-6,5
2021-06-06-7,12
2021-06-06-8,13
2021-06-06-9,13
2021-06-06-10,26
2021-06-06-11,13
2021-06-06-12,18
2021-06-06-13,14
2021-06-06-14,15
2021-06-06-15,15
2021-06-06-16,15
2021-06-06-17,21
2021-06-06-18,14
2021-06-06-19,13
2021-06-06-20,12
2021-06-06-21,13
2021-06-06-22,13
2021-06-06-23,12
2021-06-07-0,8
2021-06-07-2,13
2021-06-07-3,11
2021-06-07-4,6
2021-06-07-5,10
2021-06-07-6,37
2021-06-07-7,20
2021-06-07-8,16
2021-06-07-9,13
2021-06-07-10,14
2021-06-07-11,10
2021-06-07-12,13
2021-06-07-13,12
2021-06-07-14,13
2021-06-07-15,15
2021-06-07-16,11
2021-06-07-17,16
2021-06-07-18,13
2021-06-07-19,12
2021-06-07-20,12
2021-06-07-21,14
2021-06-07-22,14
2021-06-07-23,18
2021-06-08-0,13
2021-06-08-1,7
2021-06-08-2,51
2021-06-08-3,11
2021-06-08-4,29
2021-06-08-5,23
2021-06-08-6,32
2021-06-08-7,18
2021-06-08-8,13
2021-06-08-9,14
2021-06-08-10,13
2021-06-08-11,12
2021-06-08-12,11
2021-06-08-13,13
2021-06-08-14,13
2021-06-08-15,16
2021-06-08-16,12
2021-06-08-17,16
2021-06-08-18,16
2021-06-08-19,15
2021-06-08-20,16
2021-06-08-21,26
2021-06-08-22,21
2021-06-08-23,45
2021-06-09-0,43
2021-06-09-1,52
2021-06-09-2,51
2021-06-09-3,19
2021-06-09-4,55
2021-06-09-5,25
2021-06-09-6,13
2021-06-09-7,19
2021-06-09-8,13
2021-06-09-9,23
2021-06-09-10,12
2021-06-09-11,11
2021-06-09-12,12
2021-06-09-13,11
2021-06-09-14,16
2021-06-09-15,12
2021-06-09-16,13
2021-06-09-17,16
2021-06-09-18,17
2021-06-09-19,16
2021-06-09-20,13
2021-06-09-21,14
2021-06-09-22,13
2021-06-09-23,19
2021-06-10-0,13
2021-06-10-1,29
2021-06-10-2,22
2021-06-10-3,21
2021-06-10-4,19
2021-06-10-5,30
2021-06-10-6,12
2021-06-10-7,17
2021-06-10-8,15
2021-06-10-9,16
2021-06-10-10,21
2021-06-10-11,15
2021-06-10-12,13
2021-06-10-13,11
2021-06-10-14,11
2021-06-10-15,16
2021-06-10-16,13
2021-06-10-17,13
2021-06-10-18,16
2021-06-10-19,15
2021-06-10-20,14
2021-06-10-21,30
2021-06-10-22,12
2021-06-10-23,12
2021-06-11-0,13
2021-06-11-1,50
2021-06-11-2,52
2021-06-11-3,50
2021-06-11-4,48
2021-06-11-6,26
2021-06-11-7,15
2021-06-11-8,14
2021-06-11-9,16
2021-06-11-10,13
2021-06-11-11,17
2021-06-11-12,13
2021-06-11-13,13
2021-06-11-14,15
2021-06-11-15,14
2021-06-11-16,13
2021-06-11-17,15
2021-06-11-18,14
2021-06-11-19,17
2021-06-11-20,17
2021-06-11-21,15
2021-06-11-22,13
2021-06-11-23,20
2021-06-12-0,34
2021-06-12-1,43
2021-06-12-2,12
2021-06-12-3,11
2021-06-12-4,10
2021-06-12-5,7
2021-06-12-6,16
2021-06-12-7,13
2021-06-12-8,14
2021-06-12-9,15
2021-06-12-10,11
2021-06-12-11,13
2021-06-12-12,15
2021-06-12-13,12
2021-06-12-14,12
2021-06-12-15,14
2021-06-12-16,13
2021-06-12-17,11
2021-06-12-18,17
2021-06-12-19,16
2021-06-12-20,13
2021-06-12-21,13
2021-06-12-22,14
2021-06-12-23,12
2021-06-13-0,12
2021-06-13-1,12
2021-06-13-2,5
2021-06-13-3,42
2021-06-13-4,8
2021-06-13-5,56
2021-06-13-6,14
2021-06-13-7,13
2021-06-13-8,10
2021-06-13-9,12
2021-06-13-10,13
2021-06-13-11,14
2021-06-13-12,21
2021-06-13-13,15
2021-06-13-14,13
2021-06-13-15,15
2021-06-13-16,16
2021-06-13-17,13
2021-06-13-18,17
2021-06-13-19,18
2021-06-13-20,13
2021-06-13-21,14
2021-06-13-22,12
2021-06-13-23,13
2021-06-14-0,11
2021-06-14-1,12
2021-06-14-2,10
2021-06-14-3,6
2021-06-14-5,20
2021-06-14-6,19
2021-06-14-7,18
2021-06-14-8,13
2021-06-14-9,12
2021-06-14-10,13
2021-06-14-11,12
2021-06-14-12,12
2021-06-14-13,13
2021-06-14-14,16
2021-06-14-15,14
2021-06-14-16,18
2021-06-14-17,14
2021-06-14-18,15
2021-06-14-19,12
2021-06-14-20,11
2021-06-14-21,12
2021-06-14-22,15
2021-06-14-23,30
2021-06-15-0,15
2021-06-15-1,9
2021-06-15-2,41
2021-06-15-3,23
2021-06-15-4,11
2021-06-15-5,9
2021-06-15-6,26
2021-06-15-7,12
2021-06-15-8,14
2021-06-15-9,13
2021-06-15-10,11
2021-06-15-11,16
2021-06-15-12,10
2021-06-15-13,14
2021-06-15-14,13
2021-06-15-15,13
2021-06-15-16,13
2021-06-15-17,12
2021-06-15-18,13
2021-06-15-19,13
2021-06-15-20,18
2021-06-15-21,12
2021-06-15-22,12
2021-06-15-23,11
2021-06-16-0,13
2021-06-16-1,12
2021-06-16-2,34
2021-06-16-5,8
2021-06-16-6,11
2021-06-16-7,17
2021-06-16-8,13
2021-06-16-9,13
2021-06-16-10,14
2021-06-16-11,16
2021-06-16-12,12
2021-06-16-13,13
2021-06-16-14,16
2021-06-16-15,17
2021-06-16-16,17
2021-06-16-17,12
2021-06-16-18,15
2021-06-16-19,16
2021-06-16-20,12
2021-06-16-21,13
2021-06-16-22,15
2021-06-16-23,14
2021-06-17-0,11
2021-06-17-1,17
2021-06-17-2,24
2021-06-17-3,28
2021-06-17-4,27
2021-06-17-6,45
2021-06-17-7,19
2021-06-17-8,17
2021-06-17-9,18
2021-06-17-10,15
2021-06-17-11,12
2021-06-17-12,11
2021-06-17-13,13
2021-06-17-14,11
2021-06-17-15,11
2021-06-17-16,16
2021-06-17-17,13
2021-06-17-18,14
2021-06-17-19,14
2021-06-17-20,11
2021-06-17-21,11
2021-06-17-22,14
2021-06-17-23,13
2021-06-18-0,12
2021-06-18-1,30
2021-06-18-2,33
2021-06-18-3,24
2021-06-18-4,16
2021-06-18-5,42
2021-06-18-6,13
2021-06-18-7,19
2021-06-18-8,16
2021-06-18-9,13
2021-06-18-10,12
2021-06-18-11,11
2021-06-18-12,13
2021-06-18-13,15
2021-06-18-14,14
2021-06-18-15,11
2021-06-18-16,15
2021-06-18-17,13
2021-06-18-18,15
2021-06-18-19,14
2021-06-18-20,12
2021-06-18-21,12
2021-06-18-22,12
2021-06-18-23,21
2021-06-19-0,13
2021-06-19-1,17
2021-06-19-2,11
2021-06-19-3,11
2021-06-19-4,10
2021-06-19-5,47
2021-06-19-6,13
2021-06-19-7,13
2021-06-19-8,12
2021-06-19-9,14
2021-06-19-10,12
2021-06-19-11,17
2021-06-19-12,23
2021-06-19-13,11
2021-06-19-14,13
2021-06-19-15,12
2021-06-19-16,10
2021-06-19-17,12
2021-06-19-18,16
2021-06-19-19,12
2021-06-19-20,19
2021-06-19-21,25
2021-06-19-22,9
2021-06-19-23,15
2021-06-20-0,12
2021-06-20-1,15
2021-06-20-2,40
2021-06-20-3,22
2021-06-20-4,45
2021-06-20-5,13
2021-06-20-6,19
2021-06-20-7,12
2021-06-20-8,12
2021-06-20-9,12
2021-06-20-10,11
2021-06-20-11,14
2021-06-20-12,14
2021-06-20-13,12
2021-06-20-14,14
2021-06-20-15,12
2021-06-20-16,13
2021-06-20-17,16
2021-06-20-18,12
2021-06-20-19,11
2021-06-20-20,13
2021-06-20-21,15
2021-06-20-22,13
2021-06-20-23,13
2021-06-21-0,14
2021-06-21-1,11
2021-06-21-2,48
2021-06-21-3,10
2021-06-21-4,49
2021-06-21-5,22
2021-06-21-6,31
2021-06-21-7,17
2021-06-21-8,13
2021-06-21-9,12
2021-06-21-10,14
2021-06-21-11,12
2021-06-21-12,13
2021-06-21-13,12
2021-06-21-14,11
2021-06-21-15,14
2021-06-21-16,15
2021-06-21-17,14
2021-06-21-18,17
2021-06-21-19,14
2021-06-21-20,13
2021-06-21-21,12
2021-06-21-22,41
2021-06-21-23,12
2021-06-22-0,13
2021-06-22-1,15
2021-06-22-2,16
2021-06-22-3,42
2021-06-22-5,18
2021-06-22-6,43
2021-06-22-7,18
2021-06-22-8,13
2021-06-22-9,14
2021-06-22-10,12
2021-06-22-11,13
2021-06-22-12,16
2021-06-22-13,12
2021-06-22-14,15
2021-06-22-15,15
2021-06-22-16,15
2021-06-22-17,16
2021-06-22-18,16
2021-06-22-19,14
2021-06-22-20,14
2021-06-22-21,12
2021-06-22-22,12
2021-06-22-23,15
2021-06-23-0,12
2021-06-23-1,56
2021-06-23-2,64
2021-06-23-4,15
2021-06-23-5,8
2021-06-23-6,16
2021-06-23-7,16
2021-06-23-8,14
2021-06-23-9,14
2021-06-23-10,12
2021-06-23-11,13
2021-06-23-12,17
2021-06-23-13,15
2021-06-23-14,13
2021-06-23-15,13
2021-06-23-16,18
2021-06-23-17,18
2021-06-23-18,15
2021-06-23-19,12
2021-06-23-20,13
2021-06-23-21,17
2021-06-23-22,13
2021-06-23-23,33
2021-06-24-0,13
2021-06-24-1,8
2021-06-24-2,3
2021-06-24-3,30
2021-06-24-4,50
2021-06-24-5,36
2021-06-24-6,28
2021-06-24-7,21
2021-06-24-8,15
2021-06-24-9,17
2021-06-24-10,19
2021-06-24-11,17
2021-06-24-12,13
2021-06-24-13,13
2021-06-24-14,16
2021-06-24-15,16
2021-06-24-16,19
2021-06-24-17,15
2021-06-24-18,15
2021-06-24-19,16
2021-06-24-20,13
2021-06-24-21,15
2021-06-24-22,14
2021-06-24-23,17
2021-06-25-0,13
2021-06-25-1,47
2021-06-25-2,43
2021-06-25-3,58
2021-06-25-4,14
2021-06-25-5,56
2021-06-25-6,31
2021-06-25-7,21
2021-06-25-8,14
2021-06-25-9,17
2021-06-25-10,11
2021-06-25-11,16
2021-06-25-12,13
2021-06-25-13,13
2021-06-25-14,20
2021-06-25-15,14
2021-06-25-16,12
2021-06-25-17,18
2021-06-25-18,13
2021-06-25-19,14
2021-06-25-20,18
2021-06-25-21,12
2021-06-25-22,12
2021-06-25-23,16
2021-06-26-0,9
2021-06-26-1,7
2021-06-26-2,38
2021-06-26-3,24
2021-06-26-4,4
2021-06-26-5,10
2021-06-26-6,12
2021-06-26-7,14
2021-06-26-8,13
2021-06-26-9,13
2021-06-26-10,13
2021-06-26-11,12
2021-06-26-12,11
2021-06-26-13,12
2021-06-26-14,13
2021-06-26-15,15
2021-06-26-16,12
2021-06-26-17,13
2021-06-26-18,13
2021-06-26-19,13
2021-06-26-20,13
2021-06-26-21,18
2021-06-26-22,14
2021-06-26-23,13
2021-06-27-0,9
2021-06-27-1,9
2021-06-27-2,9
2021-06-27-3,33
2021-06-27-4,5
2021-06-27-5,10
2021-06-27-6,15
2021-06-27-7,31
2021-06-27-8,23
2021-06-27-9,14
2021-06-27-10,15
2021-06-27-11,19
2021-06-27-12,12
2021-06-27-13,12
2021-06-27-14,12
2021-06-27-15,13
2021-06-27-16,13
2021-06-27-17,21
2021-06-27-18,22
2021-06-27-19,13
2021-06-27-20,11
2021-06-27-21,13
2021-06-27-22,16
2021-06-27-23,17
2021-06-28-0,15
2021-06-28-1,22
2021-06-28-2,18
2021-06-28-3,5
2021-06-28-4,48
2021-06-28-5,10
2021-06-28-6,29
2021-06-28-7,18
2021-06-28-8,19
2021-06-28-9,16
2021-06-28-10,19
2021-06-28-11,14
2021-06-28-12,11
2021-06-28-13,12
2021-06-28-14,12
2021-06-28-15,18
2021-06-28-16,13
2021-06-28-17,20
2021-06-28-18,12
2021-06-28-19,14
2021-06-28-20,15
2021-06-28-21,16
2021-06-28-22,25
2021-06-28-23,26
2021-06-29-0,34
2021-06-29-1,16
2021-06-29-2,13
2021-06-29-3,57
2021-06-29-4,53
2021-06-29-6,13
2021-06-29-7,18
2021-06-29-8,13
2021-06-29-9,14
2021-06-29-10,15
2021-06-29-11,12
2021-06-29-12,14
2021-06-29-13,16
2021-06-29-14,18
2021-06-29-15,16
2021-06-29-16,13
2021-06-29-17,13
2021-06-29-18,12
2021-06-29-19,14
2021-06-29-20,16
2021-06-29-21,14
2021-06-29-22,11
2021-06-29-23,11
2021-06-30-0,19
2021-06-30-1,16
2021-06-30-2,15
2021-06-30-3,49
2021-06-30-4,57
2021-06-30-5,35
2021-06-30-6,12
2021-06-30-7,18
2021-06-30-8,13
2021-06-30-9,15
2021-06-30-10,14
2021-06-30-11,12
2021-06-30-12,11
2021-06-30-13,12
2021-06-30-14,14
2021-06-30-15,12
2021-06-30-16,13
2021-06-30-17,17
2021-06-30-18,12
2021-06-30-19,13
2021-06-30-20,16
2021-06-30-21,16
2021-06-30-22,16
2021-06-30-23,14
2021-07-01-0,13
2021-07-01-1,9
2021-07-01-2,47
2021-07-01-3,39
2021-07-01-4,46
2021-07-01-5,5
2021-07-01-6,14
2021-07-01-7,18
2021-07-01-8,14
2021-07-01-9,13
2021-07-01-10,13
2021-07-01-11,15
2021-07-01-12,12
2021-07-01-13,12
2021-07-01-14,13
2021-07-01-15,16
2021-07-01-16,14
2021-07-01-17,17
2021-07-01-18,13
2021-07-01-19,15
