filename,mean_speedKMH
2021-03-15-12,11
2021-03-15-13,14
2021-03-15-14,12
2021-03-15-15,12
2021-03-15-16,11
2021-03-15-17,11
2021-03-15-18,14
2021-03-15-19,13
2021-03-15-20,14
2021-03-15-21,14
2021-03-15-22,12
2021-03-15-23,12
2021-03-16-0,14
2021-03-16-1,19
2021-03-16-2,56
2021-03-16-5,14
2021-03-16-6,17
2021-03-16-7,18
2021-03-16-8,14
2021-03-16-9,12
2021-03-16-10,15
2021-03-16-11,12
2021-03-16-12,10
2021-03-16-13,12
2021-03-16-14,17
2021-03-16-15,13
2021-03-16-16,13
2021-03-16-17,14
2021-03-16-18,14
2021-03-16-19,13
2021-03-16-20,14
2021-03-16-21,11
2021-03-16-22,13
2021-03-16-23,16
2021-03-17-0,17
2021-03-17-1,16
2021-03-17-2,7
2021-03-17-3,13
2021-03-17-4,24
2021-03-17-5,30
2021-03-17-6,16
2021-03-17-7,20
2021-03-17-8,12
2021-03-17-9,12
2021-03-17-10,13
2021-03-17-11,13
2021-03-17-12,12
2021-03-17-13,11
2021-03-17-14,12
2021-03-17-15,14
2021-03-17-16,20
2021-03-17-17,16
2021-03-17-18,11
2021-03-17-19,14
2021-03-17-20,12
2021-03-17-21,13
2021-03-17-22,14
2021-03-17-23,15
2021-03-18-0,13
2021-03-18-1,42
2021-03-18-2,39
2021-03-18-4,17
2021-03-18-5,14
2021-03-18-6,27
2021-03-18-7,17
2021-03-18-8,12
2021-03-18-9,11
2021-03-18-10,13
2021-03-18-11,11
2021-03-18-12,12
2021-03-18-13,11
2021-03-18-14,16
2021-03-18-15,12
2021-03-18-16,14
2021-03-18-17,14
2021-03-18-18,11
2021-03-18-19,12
2021-03-18-20,12
2021-03-18-21,25
2021-03-18-22,14
2021-03-18-23,13
2021-03-19-0,12
2021-03-19-1,11
2021-03-19-2,20
2021-03-19-5,59
2021-03-19-6,14
2021-03-19-7,19
2021-03-19-8,12
2021-03-19-9,13
2021-03-19-10,16
2021-03-19-11,11
2021-03-19-12,12
2021-03-19-13,11
2021-03-19-14,11
2021-03-19-15,15
2021-03-19-16,16
2021-03-19-17,14
2021-03-19-18,18
2021-03-19-19,13
2021-03-19-20,12
2021-03-19-21,11
2021-03-19-22,23
2021-03-19-23,15
2021-03-20-0,17
2021-03-20-1,13
2021-03-20-2,9
2021-03-20-3,6
2021-03-20-4,4
2021-03-20-6,18
2021-03-20-7,16
2021-03-20-8,12
2021-03-20-9,13
2021-03-20-10,13
2021-03-20-11,13
2021-03-20-12,12
2021-03-20-13,12
2021-03-20-14,10
2021-03-20-15,14
2021-03-20-16,11
2021-03-20-17,12
2021-03-20-18,12
2021-03-20-19,11
2021-03-20-20,12
2021-03-20-21,12
2021-03-20-22,11
2021-03-20-23,13
2021-03-21-0,9
2021-03-21-1,12
2021-03-21-2,13
2021-03-21-3,30
2021-03-21-4,58
2021-03-21-5,54
2021-03-21-6,16
2021-03-21-7,13
2021-03-21-8,15
2021-03-21-9,14
2021-03-21-10,12
2021-03-21-11,12
2021-03-21-12,12
2021-03-21-13,11
2021-03-21-14,13
2021-03-21-15,12
2021-03-21-16,12
2021-03-21-17,15
2021-03-21-18,13
2021-03-21-19,12
2021-03-21-20,13
2021-03-21-21,12
2021-03-21-22,13
2021-03-21-23,27
2021-03-22-0,13
2021-03-22-1,23
2021-03-22-2,29
2021-03-22-3,64
2021-03-22-4,33
2021-03-22-5,22
2021-03-22-6,34
2021-03-22-7,15
2021-03-22-8,11
2021-03-22-9,15
2021-03-22-10,12
2021-03-22-11,12
2021-03-22-12,12
2021-03-22-13,12
2021-03-22-14,11
2021-03-22-15,13
2021-03-22-16,11
2021-03-22-17,12
2021-03-22-18,14
2021-03-22-19,13
2021-03-22-20,14
2021-03-22-21,19
2021-03-22-22,16
2021-03-22-23,16
2021-03-23-0,16
2021-03-23-1,5
2021-03-23-2,12
2021-03-23-3,15
2021-03-23-4,24
2021-03-23-5,37
2021-03-23-6,8
2021-03-23-7,18
2021-03-23-8,11
2021-03-23-9,11
2021-03-23-10,12
2021-03-23-11,12
2021-03-23-12,11
2021-03-23-13,18
2021-03-23-14,15
2021-03-23-15,18
2021-03-23-16,13
2021-03-23-17,14
2021-03-23-18,11
2021-03-23-19,16
2021-03-23-20,14
2021-03-23-21,15
2021-03-23-22,16
2021-03-23-23,16
2021-03-24-0,14
2021-03-24-1,8
2021-03-24-2,58
2021-03-24-3,9
2021-03-24-4,62
2021-03-24-5,0
2021-03-24-6,16
2021-03-24-7,17
2021-03-24-8,11
2021-03-24-9,12
2021-03-24-10,14
2021-03-24-11,11
2021-03-24-12,11
2021-03-24-13,11
2021-03-24-14,12
2021-03-24-15,13
2021-03-24-16,16
2021-03-24-17,15
2021-03-24-18,14
2021-03-24-19,13
2021-03-24-20,11
2021-03-24-21,12
2021-03-24-22,20
2021-03-24-23,13
2021-03-25-0,13
2021-03-25-1,32
2021-03-25-2,41
2021-03-25-4,27
2021-03-25-6,21
2021-03-25-7,16
2021-03-25-8,17
2021-03-25-9,12
2021-03-25-10,17
2021-03-25-11,15
2021-03-25-12,12
2021-03-25-13,12
2021-03-25-14,15
2021-03-25-15,13
2021-03-25-16,11
2021-03-25-17,11
2021-03-25-18,12
2021-03-25-19,13
2021-03-25-20,13
2021-03-25-21,13
2021-03-25-22,15
2021-03-25-23,13
2021-03-26-0,12
2021-03-26-1,17
2021-03-26-2,30
2021-03-26-3,15
2021-03-26-4,38
2021-03-26-5,27
2021-03-26-6,16
2021-03-26-7,11
2021-03-26-8,12
2021-03-26-9,10
2021-03-26-10,11
2021-03-26-11,12
2021-03-26-12,11
2021-03-26-13,12
2021-03-26-14,11
2021-03-26-15,16
2021-03-26-16,13
2021-03-26-17,13
2021-03-26-18,16
2021-03-26-19,18
2021-03-26-20,12
2021-03-26-21,13
2021-03-26-22,13
2021-03-26-23,13
2021-03-27-0,25
2021-03-27-1,12
2021-03-27-2,15
2021-03-27-3,20
2021-03-27-4,22
2021-03-27-5,4
2021-03-27-6,12
2021-03-27-7,11
2021-03-27-8,23
2021-03-27-9,20
2021-03-27-10,18
2021-03-27-11,13
2021-03-27-12,11
2021-03-27-13,12
2021-03-27-14,13
2021-03-27-15,12
2021-03-27-16,11
2021-03-27-17,13
2021-03-27-18,11
2021-03-27-19,12
2021-03-27-20,14
2021-03-27-21,14
2021-03-27-22,18
2021-03-27-23,20
2021-03-28-0,13
2021-03-28-1,24
2021-03-28-2,18
2021-03-28-3,18
2021-03-28-4,14
2021-03-28-5,10
2021-03-28-6,7
2021-03-28-7,16
2021-03-28-8,13
2021-03-28-9,13
2021-03-28-10,13
2021-03-28-11,15
2021-03-28-12,14
2021-03-28-13,12
2021-03-28-14,13
2021-03-28-15,13
2021-03-28-16,16
2021-03-28-17,13
2021-03-28-18,13
2021-03-28-19,11
2021-03-28-20,12
2021-03-28-21,12
2021-03-28-22,13
2021-03-28-23,12
2021-03-29-0,10
2021-03-29-1,12
2021-03-29-2,14
2021-03-29-3,28
2021-03-29-4,16
2021-03-29-6,15
2021-03-29-7,18
2021-03-29-8,12
2021-03-29-9,11
2021-03-29-10,12
2021-03-29-11,12
2021-03-29-12,19
2021-03-29-13,11
2021-03-29-14,12
2021-03-29-15,22
2021-03-29-16,11
2021-03-29-17,17
2021-03-29-18,14
2021-03-29-19,12
2021-03-29-20,14
2021-03-29-21,13
2021-03-29-22,13
2021-03-29-23,17
2021-03-30-0,14
2021-03-30-1,22
2021-03-30-2,2
2021-03-30-3,5
2021-03-30-4,31
2021-03-30-5,43
2021-03-30-6,16
2021-03-30-7,19
2021-03-30-8,12
2021-03-30-9,11
2021-03-30-10,13
2021-03-30-11,15
2021-03-30-12,12
2021-03-30-13,12
2021-03-30-14,12
2021-03-30-15,14
2021-03-30-16,14
2021-03-30-17,14
2021-03-30-18,14
2021-03-30-19,12
2021-03-30-20,12
2021-03-30-21,13
2021-03-30-22,14
2021-03-30-23,15
2021-03-31-0,14
2021-03-31-1,36
2021-03-31-2,21
2021-03-31-3,25
2021-03-31-4,3
2021-03-31-6,15
2021-03-31-7,18
2021-03-31-8,13
2021-03-31-9,12
2021-03-31-10,12
2021-03-31-11,11
2021-03-31-12,11
2021-03-31-13,11
2021-03-31-14,17
2021-03-31-15,18
2021-03-31-16,12
2021-03-31-17,15
2021-03-31-18,12
2021-03-31-19,12
2021-03-31-20,13
2021-03-31-21,13
2021-03-31-22,14
2021-03-31-23,12
2021-04-01-0,12
2021-04-01-1,19
2021-04-01-2,16
2021-04-01-3,28
2021-04-01-4,12
2021-04-01-5,12
2021-04-01-6,15
2021-04-01-7,20
2021-04-01-8,12
2021-04-01-9,12
2021-04-01-10,12
2021-04-01-11,14
2021-04-01-12,11
2021-04-01-13,14
2021-04-01-14,14
2021-04-01-15,14
2021-04-01-16,12
2021-04-01-17,15
2021-04-01-18,15
2021-04-01-19,16
2021-04-01-20,16
2021-04-01-21,15
2021-04-01-22,13
2021-04-01-23,13
2021-04-02-0,11
2021-04-02-1,18
2021-04-02-2,19
2021-04-02-3,19
2021-04-02-4,25
2021-04-02-6,20
2021-04-02-7,12
2021-04-02-8,13
2021-04-02-9,12
2021-04-02-10,12
2021-04-02-11,12
2021-04-02-12,12
2021-04-02-13,12
2021-04-02-14,12
2021-04-02-15,13
2021-04-02-16,12
2021-04-02-17,10
2021-04-02-18,11
2021-04-02-19,12
2021-04-02-20,11
2021-04-02-21,12
2021-04-02-22,21
2021-04-02-23,12
2021-04-03-0,10
2021-04-03-1,16
2021-04-03-2,8
2021-04-03-3,21
2021-04-03-4,47
2021-04-03-5,10
2021-04-03-6,10
2021-04-03-7,14
2021-04-03-8,11
2021-04-03-9,14
2021-04-03-10,11
2021-04-03-11,12
2021-04-03-12,12
2021-04-03-13,12
2021-04-03-14,13
2021-04-03-15,12
2021-04-03-16,11
2021-04-03-17,12
2021-04-03-18,12
2021-04-03-19,12
2021-04-03-20,12
2021-04-03-21,12
2021-04-03-22,13
2021-04-03-23,12
2021-04-04-0,10
2021-04-04-1,15
2021-04-04-2,33
2021-04-04-3,12
2021-04-04-4,35
2021-04-04-5,43
2021-04-04-6,34
2021-04-04-7,14
2021-04-04-8,14
2021-04-04-9,12
2021-04-04-10,14
2021-04-04-11,12
2021-04-04-12,12
2021-04-04-13,12
2021-04-04-14,13
2021-04-04-15,12
2021-04-04-16,14
2021-04-04-17,12
2021-04-04-18,13
2021-04-04-19,13
2021-04-04-20,14
2021-04-04-21,12
2021-04-04-22,9
2021-04-04-23,13
2021-04-05-0,13
2021-04-05-1,15
2021-04-05-2,15
2021-04-05-3,15
2021-04-05-4,2
2021-04-05-5,18
2021-04-05-6,11
2021-04-05-7,22
2021-04-05-8,12
2021-04-05-9,16
2021-04-05-10,17
2021-04-05-11,12
2021-04-05-12,14
2021-04-05-13,16
2021-04-05-14,11
2021-04-05-15,13
2021-04-05-16,12
2021-04-05-17,15
2021-04-05-18,12
2021-04-05-19,12
2021-04-05-20,13
2021-04-05-21,13
2021-04-05-22,11
2021-04-05-23,14
2021-04-06-0,22
2021-04-06-1,11
2021-04-06-2,18
2021-04-06-3,19
2021-04-06-4,20
2021-04-06-5,7
2021-04-06-6,16
2021-04-06-7,19
2021-04-06-8,13
2021-04-06-9,13
2021-04-06-10,14
2021-04-06-11,12
2021-04-06-12,12
2021-04-06-13,14
2021-04-06-14,15
2021-04-06-15,13
2021-04-06-16,11
2021-04-06-17,12
2021-04-06-18,10
2021-04-06-19,12
2021-04-06-20,13
2021-04-06-21,18
2021-04-06-22,14
2021-04-06-23,14
2021-04-07-0,11
2021-04-07-1,16
2021-04-07-2,8
2021-04-07-3,53
2021-04-07-4,55
2021-04-07-5,50
2021-04-07-6,16
2021-04-07-7,19
2021-04-07-8,18
2021-04-07-9,17
2021-04-07-10,14
2021-04-07-11,13
2021-04-07-12,12
2021-04-07-13,14
2021-04-07-14,17
2021-04-07-15,15
2021-04-07-16,11
2021-04-07-17,12
2021-04-07-18,14
2021-04-07-19,13
2021-04-07-20,12
2021-04-07-21,12
2021-04-07-22,13
2021-04-07-23,13
2021-04-08-0,12
2021-04-08-1,34
2021-04-08-2,54
2021-04-08-3,32
2021-04-08-4,20
2021-04-08-5,54
2021-04-08-6,38
2021-04-08-7,15
2021-04-08-8,22
2021-04-08-9,14
2021-04-08-10,14
2021-04-08-11,16
2021-04-08-12,12
2021-04-08-13,13
2021-04-08-14,20
2021-04-08-15,14
2021-04-08-16,14
2021-04-08-17,12
2021-04-08-18,12
2021-04-08-19,12
2021-04-08-20,12
2021-04-08-21,12
2021-04-08-22,16
2021-04-08-23,21
2021-04-09-0,16
2021-04-09-1,7
2021-04-09-2,51
2021-04-09-3,57
2021-04-09-4,33
2021-04-09-5,38
2021-04-09-6,15
2021-04-09-7,20
2021-04-09-8,12
2021-04-09-9,11
2021-04-09-10,12
2021-04-09-11,14
2021-04-09-12,12
2021-04-09-13,18
2021-04-09-14,12
2021-04-09-15,17
2021-04-09-16,13
2021-04-09-17,15
2021-04-09-18,12
2021-04-09-19,17
2021-04-09-20,15
2021-04-09-21,12
2021-04-09-22,12
2021-04-09-23,12
2021-04-10-0,11
2021-04-10-1,9
2021-04-10-2,21
2021-04-10-3,8
2021-04-10-4,8
2021-04-10-5,44
2021-04-10-6,8
2021-04-10-7,11
2021-04-10-8,16
2021-04-10-9,13
2021-04-10-10,15
2021-04-10-11,13
2021-04-10-12,12
2021-04-10-13,12
2021-04-10-14,13
2021-04-10-15,13
2021-04-10-16,12
2021-04-10-17,11
2021-04-10-18,12
2021-04-10-19,13
2021-04-10-20,13
2021-04-10-21,13
2021-04-10-22,13
2021-04-10-23,10
2021-04-11-0,10
2021-04-11-1,19
2021-04-11-2,11
2021-04-11-3,14
2021-04-11-4,13
2021-04-11-5,12
2021-04-11-6,12
2021-04-11-7,17
2021-04-11-8,12
2021-04-11-9,14
2021-04-11-10,12
2021-04-11-11,12
2021-04-11-12,11
2021-04-11-13,12
2021-04-11-14,14
2021-04-11-15,12
2021-04-11-16,12
2021-04-11-17,12
2021-04-11-18,13
2021-04-11-19,12
2021-04-11-20,13
2021-04-11-21,12
2021-04-11-22,11
2021-04-11-23,34
2021-04-12-0,17
2021-04-12-1,12
2021-04-12-3,39
2021-04-12-5,12
2021-04-12-6,12
2021-04-12-7,19
2021-04-12-8,12
2021-04-12-9,12
2021-04-12-10,12
2021-04-12-11,13
2021-04-12-12,12
2021-04-12-13,11
2021-04-12-14,12
2021-04-12-15,12
2021-04-12-16,11
2021-04-12-17,13
2021-04-12-18,15
2021-04-12-19,12
2021-04-12-20,12
2021-04-12-21,13
2021-04-12-22,13
2021-04-12-23,14
2021-04-13-0,12
2021-04-13-1,14
2021-04-13-4,31
2021-04-13-5,23
2021-04-13-6,14
2021-04-13-7,19
2021-04-13-8,13
2021-04-13-9,13
2021-04-13-10,13
2021-04-13-11,14
2021-04-13-12,13
2021-04-13-13,11
2021-04-13-14,12
2021-04-13-15,13
2021-04-13-16,12
2021-04-13-17,13
2021-04-13-18,12
2021-04-13-19,12
2021-04-13-20,17
2021-04-13-21,13
2021-04-13-22,20
2021-04-13-23,14
2021-04-14-0,6
2021-04-14-1,14
2021-04-14-2,16
2021-04-14-4,46
2021-04-14-5,7
2021-04-14-6,11
2021-04-14-7,18
2021-04-14-8,11
2021-04-14-9,12
2021-04-14-10,19
2021-04-14-11,12
2021-04-14-12,13
2021-04-14-13,12
2021-04-14-14,12
2021-04-14-15,11
2021-04-14-16,14
2021-04-14-17,13
2021-04-14-18,16
2021-04-14-19,11
2021-04-14-20,14
2021-04-14-21,18
2021-04-14-22,15
2021-04-14-23,13
2021-04-15-0,9
2021-04-15-1,7
2021-04-15-2,6
2021-04-15-3,49
2021-04-15-4,50
2021-04-15-6,14
2021-04-15-7,17
2021-04-15-8,13
2021-04-15-9,11
2021-04-15-10,12
2021-04-15-11,11
2021-04-15-12,11
2021-04-15-13,14
2021-04-15-14,19
2021-04-15-15,13
2021-04-15-16,13
2021-04-15-17,15
2021-04-15-18,14
2021-04-15-19,14
2021-04-15-20,13
2021-04-15-21,11
2021-04-15-22,12
2021-04-15-23,13
2021-04-16-0,11
2021-04-16-1,7
2021-04-16-2,61
2021-04-16-3,14
2021-04-16-4,39
2021-04-16-5,21
2021-04-16-6,13
2021-04-16-7,17
2021-04-16-8,15
2021-04-16-9,12
2021-04-16-10,13
2021-04-16-11,12
2021-04-16-12,13
2021-04-16-13,12
2021-04-16-14,14
2021-04-16-15,13
2021-04-16-16,13
2021-04-16-17,16
2021-04-16-18,11
2021-04-16-19,16
2021-04-16-20,15
2021-04-16-21,13
2021-04-16-22,12
2021-04-16-23,11
2021-04-17-0,11
2021-04-17-1,8
2021-04-17-2,7
2021-04-17-3,35
2021-04-17-4,17
2021-04-17-5,50
2021-04-17-6,23
2021-04-17-7,15
2021-04-17-8,13
2021-04-17-9,11
2021-04-17-10,11
2021-04-17-11,13
2021-04-17-12,11
2021-04-17-13,11
2021-04-17-14,19
2021-04-17-15,12
2021-04-17-16,11
2021-04-17-17,12
2021-04-17-18,12
2021-04-17-19,14
2021-04-17-20,12
2021-04-17-21,11
2021-04-17-22,10
2021-04-17-23,12
2021-04-18-0,10
2021-04-18-1,7
2021-04-18-2,10
2021-04-18-3,11
2021-04-18-5,41
2021-04-18-6,14
2021-04-18-7,34
2021-04-18-8,23
2021-04-18-9,9
2021-04-18-10,11
2021-04-18-11,12
2021-04-18-12,11
2021-04-18-13,13
2021-04-18-14,13
2021-04-18-15,12
2021-04-18-16,11
2021-04-18-17,15
2021-04-18-18,18
2021-04-18-19,12
2021-04-18-20,12
2021-04-18-21,12
2021-04-18-22,14
2021-04-18-23,15
2021-04-19-0,12
2021-04-19-1,11
2021-04-19-2,25
2021-04-19-3,6
2021-04-19-5,18
2021-04-19-6,18
2021-04-19-7,12
2021-04-19-8,12
2021-04-19-9,13
2021-04-19-10,11
2021-04-19-11,12
2021-04-19-12,10
2021-04-19-13,11
2021-04-19-14,19
2021-04-19-15,12
2021-04-19-16,14
2021-04-19-17,14
2021-04-19-18,12
2021-04-19-19,13
2021-04-19-20,13
2021-04-19-21,14
2021-04-19-22,16
2021-04-19-23,13
2021-04-20-0,39
2021-04-20-3,10
2021-04-20-4,5
2021-04-20-5,12
2021-04-20-6,14
2021-04-20-7,19
2021-04-20-8,13
2021-04-20-9,12
2021-04-20-10,12
2021-04-20-11,12
2021-04-20-12,12
2021-04-20-13,12
2021-04-20-14,12
2021-04-20-15,15
2021-04-20-16,12
2021-04-20-17,14
2021-04-20-18,13
2021-04-20-19,13
2021-04-20-20,12
2021-04-20-21,15
2021-04-20-22,17
2021-04-20-23,18
2021-04-21-0,12
2021-04-21-1,6
2021-04-21-2,41
2021-04-21-3,37
2021-04-21-4,19
2021-04-21-5,7
2021-04-21-6,12
2021-04-21-7,15
2021-04-21-8,14
2021-04-21-9,10
2021-04-21-10,12
2021-04-21-11,12
2021-04-21-12,12
2021-04-21-13,10
2021-04-21-14,11
2021-04-21-15,12
2021-04-21-16,12
2021-04-21-17,12
2021-04-21-18,11
2021-04-21-19,12
2021-04-21-20,12
2021-04-21-21,12
2021-04-21-22,13
2021-04-21-23,15
2021-04-22-0,12
2021-04-22-1,42
2021-04-22-2,46
2021-04-22-3,43
2021-04-22-4,12
2021-04-22-5,9
2021-04-22-6,11
2021-04-22-7,15
2021-04-22-8,12
2021-04-22-9,28
2021-04-22-10,12
2021-04-22-11,11
2021-04-22-12,11
2021-04-22-13,11
2021-04-22-14,14
2021-04-22-15,14
2021-04-22-16,12
2021-04-22-17,12
2021-04-22-18,11
2021-04-22-19,14
2021-04-22-20,10
2021-04-22-21,14
2021-04-22-22,11
2021-04-22-23,15
2021-04-23-0,44
2021-04-23-1,15
2021-04-23-2,12
2021-04-23-4,13
2021-04-23-5,13
2021-04-23-6,49
2021-04-23-7,12
2021-04-23-8,13
2021-04-23-9,14
2021-04-23-10,13
2021-04-23-11,11
2021-04-23-12,12
2021-04-23-13,11
2021-04-23-14,15
2021-04-23-15,15
2021-04-23-16,15
2021-04-23-17,16
2021-04-23-18,12
2021-04-23-19,16
2021-04-23-20,19
2021-04-23-21,15
2021-04-23-22,13
2021-04-23-23,13
2021-04-24-0,13
2021-04-24-1,13
2021-04-24-2,20
2021-04-24-3,17
2021-04-24-4,43
2021-04-24-5,4
2021-04-24-6,16
2021-04-24-7,12
2021-04-24-8,11
2021-04-24-9,13
2021-04-24-10,14
2021-04-24-11,12
2021-04-24-12,11
2021-04-24-13,12
2021-04-24-14,11
2021-04-24-15,11
2021-04-24-16,11
2021-04-24-17,12
2021-04-24-18,13
2021-04-24-19,13
2021-04-24-20,14
2021-04-24-21,13
2021-04-24-22,12
2021-04-24-23,11
2021-04-25-0,11
2021-04-25-1,9
2021-04-25-2,11
2021-04-25-3,21
2021-04-25-4,18
2021-04-25-5,24
2021-04-25-6,8
2021-04-25-7,16
2021-04-25-8,12
2021-04-25-9,13
2021-04-25-10,13
2021-04-25-11,13
2021-04-25-12,12
2021-04-25-13,14
2021-04-25-14,12
2021-04-25-15,12
2021-04-25-16,15
2021-04-25-17,13
2021-04-25-18,12
2021-04-25-19,12
2021-04-25-20,12
2021-04-25-21,12
2021-04-25-22,17
2021-04-25-23,25
2021-04-26-0,45
2021-04-26-1,16
2021-04-26-2,36
2021-04-26-3,58
2021-04-26-4,16
2021-04-26-5,13
2021-04-26-6,14
2021-04-26-7,21
2021-04-26-8,14
2021-04-26-9,13
2021-04-26-10,11
2021-04-26-11,12
2021-04-26-12,12
2021-04-26-13,11
2021-04-26-14,12
2021-04-26-15,13
2021-04-26-16,15
2021-04-26-17,13
2021-04-26-18,17
2021-04-26-19,13
2021-04-26-20,12
2021-04-26-21,12
2021-04-26-22,16
2021-04-26-23,15
2021-04-27-0,12
2021-04-27-2,20
2021-04-27-3,28
2021-04-27-4,8
2021-04-27-6,11
2021-04-27-7,19
2021-04-27-8,15
2021-04-27-9,15
2021-04-27-10,16
2021-04-27-11,13
2021-04-27-12,12
2021-04-27-13,14
2021-04-27-14,14
2021-04-27-15,13
2021-04-27-16,13
2021-04-27-17,18
2021-04-27-18,16
2021-04-27-19,18
2021-04-27-20,12
2021-04-27-21,11
2021-04-27-22,17
2021-04-27-23,17
2021-04-28-0,12
2021-04-28-1,17
2021-04-28-2,24
2021-04-28-5,31
2021-04-28-6,25
2021-04-28-7,19
2021-04-28-8,12
2021-04-28-9,12
2021-04-28-10,11
2021-04-28-11,19
2021-04-28-12,12
2021-04-28-13,11
2021-04-28-14,12
2021-04-28-15,12
2021-04-28-16,13
2021-04-28-17,11
2021-04-28-18,14
2021-04-28-19,13
2021-04-28-20,13
2021-04-28-21,12
2021-04-28-22,14
2021-04-28-23,13
2021-04-29-0,32
2021-04-29-1,22
2021-04-29-2,19
2021-04-29-3,27
2021-04-29-4,46
2021-04-29-5,31
2021-04-29-6,14
2021-04-29-7,23
2021-04-29-8,16
2021-04-29-9,11
2021-04-29-10,12
2021-04-29-11,13
2021-04-29-12,12
2021-04-29-13,11
2021-04-29-14,11
2021-04-29-15,13
2021-04-29-16,12
2021-04-29-17,12
2021-04-29-18,14
2021-04-29-19,16
2021-04-29-20,12
2021-04-29-21,12
2021-04-29-22,13
2021-04-29-23,14
2021-04-30-0,39
2021-04-30-1,38
2021-04-30-2,45
2021-04-30-3,28
2021-04-30-4,20
2021-04-30-6,14
2021-04-30-7,20
2021-04-30-8,12
2021-04-30-9,15
2021-04-30-10,12
2021-04-30-11,12
2021-04-30-12,11
2021-04-30-13,12
2021-04-30-14,14
2021-04-30-15,14
2021-04-30-16,16
2021-04-30-17,15
2021-04-30-18,15
2021-04-30-19,12
2021-04-30-20,14
2021-04-30-21,12
2021-04-30-22,20
2021-04-30-23,9
2021-05-01-0,13
2021-05-01-1,16
2021-05-01-2,10
2021-05-01-4,9
2021-05-01-5,19
2021-05-01-6,9
2021-05-01-7,11
2021-05-01-8,12
2021-05-01-9,16
2021-05-01-10,14
2021-05-01-11,21
2021-05-01-12,12
2021-05-01-13,14
2021-05-01-14,14
2021-05-01-15,13
2021-05-01-16,13
2021-05-01-17,13
2021-05-01-18,14
2021-05-01-19,14
2021-05-01-20,12
2021-05-01-21,26
2021-05-01-22,12
2021-05-01-23,17
2021-05-02-0,15
2021-05-02-1,32
2021-05-02-2,14
2021-05-02-3,30
2021-05-02-4,15
2021-05-02-5,15
2021-05-02-6,16
2021-05-02-7,27
2021-05-02-8,15
2021-05-02-9,14
2021-05-02-10,11
2021-05-02-11,14
2021-05-02-12,13
2021-05-02-13,13
2021-05-02-14,17
2021-05-02-15,17
2021-05-02-16,17
2021-05-02-17,14
2021-05-02-18,17
2021-05-02-19,13
2021-05-02-20,13
2021-05-02-21,17
2021-05-02-22,12
2021-05-02-23,13
2021-05-03-0,11
2021-05-03-1,19
2021-05-03-2,46
2021-05-03-3,13
2021-05-03-6,15
2021-05-03-7,17
2021-05-03-8,12
2021-05-03-9,15
2021-05-03-10,13
2021-05-03-11,13
2021-05-03-12,12
2021-05-03-13,11
2021-05-03-14,12
2021-05-03-15,13
2021-05-03-16,16
2021-05-03-17,13
2021-05-03-18,13
2021-05-03-19,12
2021-05-03-20,12
2021-05-03-21,13
2021-05-03-22,12
2021-05-03-23,18
2021-05-04-0,50
2021-05-04-1,13
2021-05-04-2,37
2021-05-04-3,18
2021-05-04-4,61
2021-05-04-5,40
2021-05-04-6,17
2021-05-04-7,19
2021-05-04-8,12
2021-05-04-9,12
2021-05-04-10,14
2021-05-04-11,13
2021-05-04-12,11
2021-05-04-13,11
2021-05-04-14,12
2021-05-04-15,12
2021-05-04-16,12
2021-05-04-17,15
2021-05-04-18,12
2021-05-04-19,13
2021-05-04-20,13
2021-05-04-21,13
2021-05-04-22,13
2021-05-04-23,11
2021-05-05-0,50
2021-05-05-1,44
2021-05-05-2,13
2021-05-05-3,17
2021-05-05-4,47
2021-05-05-5,41
2021-05-05-6,34
2021-05-05-7,22
2021-05-05-8,13
2021-05-05-9,19
2021-05-05-10,12
2021-05-05-11,11
2021-05-05-12,12
2021-05-05-13,11
2021-05-05-14,12
2021-05-05-15,14
2021-05-05-16,13
2021-05-05-17,19
2021-05-05-18,12
2021-05-05-19,12
2021-05-05-20,12
2021-05-05-21,14
2021-05-05-22,13
2021-05-05-23,14
2021-05-06-0,9
2021-05-06-1,9
2021-05-06-2,18
2021-05-06-3,42
2021-05-06-4,38
2021-05-06-5,46
2021-05-06-6,11
2021-05-06-7,19
2021-05-06-8,13
2021-05-06-9,13
2021-05-06-10,13
2021-05-06-11,12
2021-05-06-12,13
2021-05-06-13,18
2021-05-06-14,23
2021-05-06-15,18
2021-05-06-16,18
2021-05-06-17,14
2021-05-06-18,12
2021-05-06-19,18
2021-05-06-20,20
2021-05-06-21,23
2021-05-06-22,17
2021-05-06-23,18
2021-05-07-0,12
2021-05-07-1,13
2021-05-07-2,13
2021-05-07-3,6
2021-05-07-4,21
2021-05-07-5,12
2021-05-07-6,12
2021-05-07-7,19
2021-05-07-8,13
2021-05-07-9,12
2021-05-07-10,14
2021-05-07-11,13
2021-05-07-12,12
2021-05-07-13,12
2021-05-07-14,16
2021-05-07-15,16
2021-05-07-16,16
2021-05-07-17,14
2021-05-07-18,14
2021-05-07-19,17
2021-05-07-20,19
2021-05-07-21,14
2021-05-07-22,13
2021-05-07-23,13
2021-05-08-0,11
2021-05-08-1,8
2021-05-08-2,43
2021-05-08-3,31
2021-05-08-4,15
2021-05-08-6,14
2021-05-08-7,15
2021-05-08-8,14
2021-05-08-9,13
2021-05-08-10,13
2021-05-08-11,12
2021-05-08-12,13
2021-05-08-13,11
2021-05-08-14,12
2021-05-08-15,14
2021-05-08-16,11
2021-05-08-17,12
